"","Name...1","cest33 neg endo ms2 1","cest33 neg endo ms2 2","cest33 neg exo ms2 1","cest33 neg exo ms2 2","neg glo1 endo ms2 top5","neg glo1 exo ms2 top5","neg n2 endo ms2 top5","neg n2 exo ms2 top5","Group","Size","Name...12","Mass","m/z","RT","Adduct","Name...17","name","formula","adduct","evidence","MSI Level","Comment","ChEBI ID","SIRIUS_molecularFormula","SIRIUS_adduct"
"5299","Cluster_5299",503967.6875,237549.125,2655077.5,2078494.5,NA,NA,NA,NA,"3243",2,"Cluster_5299",430.133177789779,429.125901789779,11.5244305833421,"M-H","Cluster_5299",NA,NA,NA,NA,NA,NA,NA,"C16H22N4O10|C21H23N2O6P|C17H26N4O5S2|C18H27N2O6PS|C20H22N4O5S|C15H23N6O7P|C18H29N2O4P3|C15H31N2O6PS2|C17H18N8O6|C15H24N7O4S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5300","Cluster_5300",NA,NA,NA,NA,NA,596576.6875,NA,115148.6328125,"3276",2,"Cluster_5300",435.211333346619,434.204057346619,13.9955306348647,"M-H","Cluster_5300",NA,NA,NA,NA,NA,NA,NA,"",""
"5301","Cluster_5301",3442399,2794175.25,NA,NA,305132.6875,NA,121581.5546875,NA,"3284",2,"Cluster_5301",437.254954641149,436.247678641149,14.3125631917943,"M-H","Cluster_5301",NA,NA,NA,NA,NA,NA,NA,"",""
"5302","Cluster_5302",1887801.625,1860647.875,2040965.25,1842046.75,NA,NA,NA,NA,"3286",2,"Cluster_5302",437.989714106523,436.982438106523,7.01334883605165,"M-H","Cluster_5302",NA,NA,NA,NA,NA,NA,NA,"C14H6N4O13|C15H10N4O8S2|C9H6N6O15|C10H10N6O10S2|C18H6N4O8S|C11H14N6O5S4|C12H15N4O6PS3|C12H12N2O12P2|C11H13N4O9P3|C13H6N6O10S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5303","Cluster_5303",NA,NA,900055.875,926836.1875,NA,NA,NA,NA,"3293",2,"Cluster_5303",438.211455251968,437.204179251968,2.36596408378372,"M-H","Cluster_5303",NA,NA,NA,NA,NA,NA,NA,"C19H34O11|C18H35N2O8P|C20H30N4O7|C21H26N8O3|C17H34N4O7S|C19H31N6O4P|C14H31N8O6P|C16H26N10O5|C15H34N7O4P2|C21H34N4O2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5304","Cluster_5304",15107031,16955418,NA,377257.28125,NA,NA,NA,NA,"39",2,"Cluster_5304",197.043791606979,439.085786213957,0.728223597879664,"2M+FA-H","Cluster_5304",NA,NA,NA,NA,NA,NA,NA,"",""
"5305","Cluster_5305",3686.1455078125,15713.7041015625,147201.8125,115206.3984375,NA,1272886.625,NA,NA,"3310",3,"Cluster_5305",440.097632397654,439.090356397654,7.70525348373368,"M-H","Cluster_5305",NA,NA,NA,NA,NA,NA,NA,"",""
"5306","Cluster_5306",NA,NA,89100.3515625,115206.3984375,NA,1272886.625,NA,NA,"3311",3,"Cluster_5306",440.097632397654,439.090356397654,7.70525348373368,"M-H","Cluster_5306",NA,NA,NA,NA,NA,NA,NA,"",""
"5307","Cluster_5307",NA,NA,NA,2043.83203125,NA,587287.8125,NA,NA,"3312",2,"Cluster_5307",440.13724232525,439.12996632525,7.76426030754346,"M-H","Cluster_5307",NA,NA,NA,NA,NA,NA,NA,"C16H29N2O8PS|C17H30O9P2|C12H25N8O6PS|C24H25O6P|C19H25N2O8P|C18H26N4O5P2|C16H31N2O6P3|C9H21N12O7P|C11H29N4O10PS|C12H32N3O8P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5308","Cluster_5308",NA,NA,NA,NA,62372.15234375,873701.125,19999.72265625,863784.9375,"3321",2,"Cluster_5308",441.248818874764,440.241542874764,13.03446192568,"M-H","Cluster_5308",NA,NA,NA,NA,NA,NA,NA,"C21H35N3O7|C26H35NO5|C17H31N9O5|C19H40NO8P|C20H36N5O4P|C18H39N3O7S|C18H41N3O5P2|C22H31N7O3|C19H35N7O3S|C23H40NO3PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5309","Cluster_5309",NA,NA,NA,NA,281944.71875,679067.0625,893185.8125,NA,"3331",2,"Cluster_5309",443.027633860063,442.020357860063,6.10846973992705,"M-H","Cluster_5309",NA,NA,NA,NA,NA,NA,NA,"C15H15N3O9P2|C13H21N3O6S4|C16H17N3O6S3|C12H19N3O9P2S|C11H11N9O7P2|C9H16N7O8P3|C10H15N5O11P2|C11H19N5O6P2S2|C8H20N3O12P3|C14H16N5O6P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5310","Cluster_5310",NA,NA,171174.5625,140741.53125,NA,NA,NA,NA,"3348",2,"Cluster_5310",445.171532195773,444.164256195773,9.4546,"M-H","Cluster_5310",NA,NA,NA,NA,NA,NA,NA,"",""
"5311","Cluster_5311",NA,NA,NA,NA,57064.33984375,NA,457521.125,NA,"3354",2,"Cluster_5311",445.318810540433,444.311534540433,20.2128648207106,"M-H","Cluster_5311",NA,NA,NA,NA,NA,NA,NA,"C24H45O7|C27H43NO4|C25H41N4O3|C24H47NO4S|C23H46N2O4P|C22H43N3O6|C23H39N7O2|C21H44N5O3P|C10H37N16O4|C22H45N4O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5312","Cluster_5312",NA,NA,NA,NA,54645.59765625,NA,775744.125,NA,"3364",2,"Cluster_5312",447.237470516975,446.230194516975,13.1668827785421,"M-H","Cluster_5312",NA,NA,NA,NA,NA,NA,NA,"C21H38NO7P|C16H38N3O9P|C15H39N5O6P2|C17H41N2O7P2|C18H40O10P|C16H40N4O6PS|C19H36N4O6P|C17H34N7O5P|C14H36N6O8P|C14H38N7O5PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5313","Cluster_5313",NA,NA,NA,NA,175015.375,1835029.625,362994.5,614444.75,"3380",3,"Cluster_5313",449.207640113789,448.200364113789,12.722085531088,"M-H","Cluster_5313",NA,NA,NA,NA,NA,NA,NA,"",""
"5314","Cluster_5314",2547261.25,2721420.75,NA,NA,NA,NA,NA,NA,"3388",2,"Cluster_5314",450.955314876578,449.948038876578,1.42694841533731,"M-H","Cluster_5314",NA,NA,NA,NA,NA,NA,NA,"C10H7N5O12P2|C10H15NO11P2S2|C8H10N3O15PS|C10H13NO13S3|C9H8N7O9P3|C12H10N3O10PS2|C12H12N3O8P3S|C7H19NO11P2S3|C9H9NO18S|C14H12O11PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5315","Cluster_5315",58579.32421875,174337.078125,119971.640625,83449.9140625,777121.75,167063.96875,NA,127004.46875,"3421",2,"Cluster_5315",453.285146608413,452.277870608413,15.4985427701378,"M-H","Cluster_5315",NA,NA,NA,NA,NA,NA,NA,"C21H44NO7P|C17H40N7O5P|C19H42N4O6P|C19H35N9O4|C23H39N3O6|C24H35N7O2|C25H41O7|C20H45N3O4P2|C28H39NO4|C20H43N3O6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5316","Cluster_5316",889741.5,783735.0625,810404.25,443668.9375,NA,NA,NA,NA,"3442",2,"Cluster_5316",453.93080889411,452.92353289411,19.0631008381936,"M-H","Cluster_5316",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C11H8N2O12P2S|C8H6O22|C15H2O17|C14H3N2O14P|C9H13O13P3S|C12H8O15P2|C13H4N4O11P2|C14H6N4O8S3|C14H14O7S5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5317","Cluster_5317",353956.8125,910277.3125,627152.0625,637875.3125,NA,NA,NA,NA,"3437",2,"Cluster_5317",453.929741921552,452.922465921552,19.2522186098977,"M-H","Cluster_5317",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C11H8N2O12P2S|C15H2O17|C12H9O13P3|C9H13O13P3S|C14H3N2O14P|C13H2N4O13S|C9H6N6O10S3|C11H6N2O14S2|C12H10N2O9S4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5318","Cluster_5318",7318437.5,9643291,2885002,2691703,NA,NA,NA,NA,"3440",3,"Cluster_5318",453.929783968803,452.922507968803,20.1490513408434,"M-H","Cluster_5318",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C15H2O17|C12H9O13P3|C9H15O11P5|C6H9N4O14P3|C8H4N6O13P2|C14H3N2O14P|C8H7O20P|C12H8O15P2|C11H10N2O10P4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5319","Cluster_5319",5802163.5,5911067,2927438.75,2173810,NA,NA,NA,NA,"3436",2,"Cluster_5319",453.929729284521,452.922453284521,20.9292434974986,"M-H","Cluster_5319",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C11H8N2O12P2S|C9H13O13P3S|C12H9O13P3|C15H2O17|C6H9N4O14P3|C9H6N6O10S3|C11H6N2O14S2|C8H10N2O14S3|C7H6N2O19S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5320","Cluster_5320",6341972.5,6105772.5,5146455,4326323.5,NA,NA,NA,NA,"3441",3,"Cluster_5320",453.92979065452,452.92251465452,21.2016658113623,"M-H","Cluster_5320",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C6H9N4O14P3|C12H9O13P3|C5H6N5O16P2|C8H4N6O13P2|C15H2O17|C14H3N2O14P|C9H3N4O16P|C9H15O11P5|C11H10N2O10P4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5321","Cluster_5321",745236.5625,1024334.5625,236118,NA,NA,NA,NA,NA,"3448",3,"Cluster_5321",453.931779935137,452.924503935137,21.9856004483604,"M-H","Cluster_5321",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C8H6O22|C6H9N4O14P3|C8H4N6O13P2|C15H2O17|C14H3N2O14P|C9H3N4O16P|C13H4N4O11P2|C11H10N2O10P4|C5H6N5O16P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5322","Cluster_5322",1011015.4375,940299.5,NA,543704.6875,NA,NA,NA,NA,"3433",2,"Cluster_5322",453.929579754867,452.922303754867,16.04462860524,"M-H","Cluster_5322",NA,NA,NA,NA,NA,NA,NA,"",""
"5323","Cluster_5323",2045930.875,1635230.875,964189,1156953.125,NA,NA,NA,NA,"3432",2,"Cluster_5323",453.929576662106,452.922300662106,23.0425994043426,"M-H","Cluster_5323",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C11H8N2O12P2S|C15H2O17|C12H9O13P3|C14H3N2O14P|C9H13O13P3S|C12H8O15P2|C16H10O8P4|C13H10O12S3|C12H6O17S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5324","Cluster_5324",1602528.25,1745260,1480043.125,1162930.875,NA,NA,NA,NA,"3434",2,"Cluster_5324",453.929669954292,452.922393954292,23.5130876086374,"M-H","Cluster_5324",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C11H8N2O12P2S|C15H2O17|C12H9O13P3|C14H3N2O14P|C9H13O13P3S|C12H8O15P2|C16H10O8P4|C13H10O12S3|C12H6O17S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5325","Cluster_5325",1979584.375,1077227.75,NA,907991.5625,NA,NA,NA,NA,"3428",2,"Cluster_5325",453.928830365787,452.921554365787,24.2725548175367,"M-H","Cluster_5325",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C11H8N2O12P2S|C9H13O13P3S|C12H9O13P3|C15H2O17|C9H6N6O10S3|C11H6N2O14S2|C8H10N2O14S3|C7H6N2O19S|C12H10N2O9S4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5326","Cluster_5326",879947.3125,579961.875,NA,1338623.375,NA,NA,NA,NA,"3439",2,"Cluster_5326",453.929775840682,452.922499840682,24.3604962582003,"M-H","Cluster_5326",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O17P2|C11H8N2O12P2S|C15H2O17|C12H9O13P3|C9H13O13P3S|C14H3N2O14P|C13H2N4O13S|C9H6N6O10S3|C11H6N2O14S2|C12H10N2O9S4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5327","Cluster_5327",NA,NA,752961.75,852619.875,NA,NA,NA,NA,"3472",2,"Cluster_5327",455.201558710505,454.194282710505,7.69961666666667,"M-H","Cluster_5327",NA,NA,NA,NA,NA,NA,NA,"",""
"5328","Cluster_5328",487909.34375,453419.25,1872599.875,1899390.125,NA,NA,NA,NA,"3497",2,"Cluster_5328",459.010982498622,458.003706498622,2.74360672433062,"M-H","Cluster_5328",NA,NA,NA,NA,NA,NA,NA,"C11H15N3O13P2|C10H16N5O10P3|C12H11N7O9P2|C9H18NO16PS|C9H20NO14P3|C9H15N7O9P2S|C8H9N7O16|C8H21N3O11P4|C8H19N3O13P2S|C7H13N3O20","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5329","Cluster_5329",NA,NA,NA,NA,NA,NA,812734.75,NA,"3498",2,"Cluster_5329",459.073762979462,458.066486979462,10.2090119135289,"M-H","Cluster_5329",NA,NA,NA,NA,NA,NA,NA,"",""
"5330","Cluster_5330",NA,NA,NA,NA,NA,NA,812734.75,NA,"3499",2,"Cluster_5330",459.073762979462,458.066486979462,10.2090119135289,"M-H","Cluster_5330",NA,NA,NA,NA,NA,NA,NA,"C22H14N5O5P|C13H24N3O9P3|C20H19N3O6P2|C21H18NO9P|C18H24NO7P3|C10H18N7O12P|C15H19N5O8P2|C11H29NO10P4|C11H14N11O8P|C14H22NO14P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5331","Cluster_5331",759746.625,668806.0625,NA,NA,1353863.125,NA,2128155.25,NA,"88",2,"Cluster_5331",463.305353070266,462.298077070266,17.1781892293292,"M-H","Cluster_5331",NA,NA,NA,NA,NA,NA,NA,"C23H46NO6P|C22H45N3O5S|C25H41N3O5|C19H42N7O4P|C23H39N6O4|C21H37N9O3|C18H41N9O3S|C15H37N13O4|C21H44N4O5P|C20H43N6O4S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5332","Cluster_5332",NA,NA,NA,NA,4081.71435546875,NA,106289.578125,NA,"3527",2,"Cluster_5332",463.305576698889,462.298300698889,17.3382544312782,"M-H","Cluster_5332",NA,NA,NA,NA,NA,NA,NA,"",""
"5333","Cluster_5333",NA,NA,NA,NA,79473.484375,NA,150920.453125,NA,"3526",2,"Cluster_5333",463.305157887851,462.297881887851,17.3915745976778,"M-H","Cluster_5333",NA,NA,NA,NA,NA,NA,NA,"",""
"5334","Cluster_5334",NA,NA,NA,NA,NA,407178.15625,7074879.5,NA,"3530",2,"Cluster_5334",464.097451629078,463.090175629078,8.71277927804371,"M-H","Cluster_5334",NA,NA,NA,NA,NA,NA,NA,"C14H22N6O8P2|C15H21N4O11P|C20H21N2O9P|C16H17N8O7P|C18H26O10P2|C12H25N4O11PS|C13H26N2O12P2|C19H22N4O6P2|C12H27N4O9P3|C15H18N10O4P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5335","Cluster_5335",NA,NA,NA,169166.640625,NA,NA,957518.0625,NA,"3528",2,"Cluster_5335",464.097400701243,463.090124701243,7.01244863862286,"M-H","Cluster_5335",NA,NA,NA,NA,NA,NA,NA,"",""
"5336","Cluster_5336",3288450.25,3680450,1020574.5,896400.3125,NA,NA,NA,NA,"3531",2,"Cluster_5336",464.099033044482,463.091757044482,9.67325613486464,"M-H","Cluster_5336",NA,NA,NA,NA,NA,NA,NA,"C14H22N6O8P2|C12H27N4O9P3|C20H21N2O9P|C9H21N8O12P|C16H17N8O7P|C15H21N4O11P|C10H17N12O8P|C8H23N10O7P3|C10H18N12O6P2|C13H21N8O7PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5337","Cluster_5337",965717.5,927225.625,115182.5546875,1575.57373046875,NA,NA,NA,NA,"3533",2,"Cluster_5337",464.099124774032,463.091848774032,10.5430753354656,"M-H","Cluster_5337",NA,NA,NA,NA,NA,NA,NA,"C14H22N6O8P2|C12H27N4O9P3|C20H21N2O9P|C13H26N2O12P2|C15H18N10O4P2|C16H17N8O7P|C9H21N8O12P|C10H17N12O8P|C18H26O10P2|C10H18N12O6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5338","Cluster_5338",NA,NA,NA,169166.640625,NA,NA,957518.0625,NA,"3529",2,"Cluster_5338",464.097400701243,463.090124701243,7.01244863862286,"M-H","Cluster_5338",NA,NA,NA,NA,NA,NA,NA,"",""
"5339","Cluster_5339",3288450.25,3680450,1020574.5,896400.3125,NA,NA,2214041.25,NA,"3532",2,"Cluster_5339",464.099033044482,463.091757044482,9.67325613486464,"M-H","Cluster_5339",NA,NA,NA,NA,NA,NA,NA,"",""
"5340","Cluster_5340",39463.98046875,61722.51171875,NA,NA,NA,NA,NA,1050914,"3534",2,"Cluster_5340",464.141726907441,463.134450907441,9.87927151990027,"M-H","Cluster_5340",NA,NA,NA,NA,NA,NA,NA,"C14H29N2O13P|C15H25N6O9P|C18H16N12O4|C22H20N6O6|C17H20N8O8|C13H16N14O6|C21H20N8O3S|C16H21N10O5P|C18H24N8O3S2|C15H20N12O4S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5341","Cluster_5341",NA,NA,NA,NA,372941.03125,NA,454412.65625,NA,"3569",2,"Cluster_5341",467.299786365852,466.292510365852,15.1519445222555,"M-H","Cluster_5341",NA,NA,NA,NA,NA,NA,NA,"C22H46NO7P|C24H41N3O6|C29H41NO4|C25H37N7O2|C20H37N9O4|C19H41N5O8|C26H43O7|C22H41N7O2S|C23H42N5O3P|C21H47N3O4P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5342","Cluster_5342",94477.109375,108740.2421875,1628094,1748270.125,NA,NA,NA,NA,"3588",2,"Cluster_5342",469.155156294183,468.147880294183,2.76138405451253,"M-H","Cluster_5342",NA,NA,NA,NA,NA,NA,NA,"C15H28N5O10P|C16H27N3O13|C22H23N5O7|C17H23N7O9|C14H27N7O9S|C12H23N9O11|C16H24N9O6P|C18H27N7O4S2|C18H19N11O5|C21H27NO11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5343","Cluster_5343",NA,NA,NA,NA,393608.09375,NA,534252.5625,69042.171875,"3614",3,"Cluster_5343",473.253207689051,472.245931689051,13.9173066575959,"M-H","Cluster_5343",NA,NA,NA,NA,NA,NA,NA,"C23H40NO7P|C18H40N3O9P|C25H35N3O6|C20H35N5O8|C20H44NO7PS|C19H36N7O5P|C22H39N3O6S|C21H31N9O4|C26H31N7O2|C21H38N4O6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5344","Cluster_5344",NA,NA,NA,NA,NA,NA,647748.5625,NA,"3631",2,"Cluster_5344",475.271324099852,474.264048099852,14.2393323358549,"M-H","Cluster_5344",NA,NA,NA,NA,NA,NA,NA,"",""
"5345","Cluster_5345",185453.8125,237229.734375,NA,NA,412462.15625,NA,464263.3125,NA,"3644",2,"Cluster_5345",477.285279413873,476.278003413873,16.2214938723329,"M-H","Cluster_5345",NA,NA,NA,NA,NA,NA,NA,"C23H44NO7P|C25H39N3O6|C19H40N7O5P|C15H35N13O5|C21H35N9O4|C26H35N7O2|C22H43N3O6S|C21H42N4O6P|C24H40N5O3P|C23H39N7O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5346","Cluster_5346",NA,NA,NA,NA,624564.875,NA,NA,NA,"3664",2,"Cluster_5346",479.135398738116,478.128122738116,5.78413979564655,"M-H","Cluster_5346",NA,NA,NA,NA,NA,NA,NA,"",""
"5347","Cluster_5347",142652.859375,NA,138694.84375,NA,361886.1875,642242.5625,277491.125,NA,"3683",2,"Cluster_5347",479.299717557834,478.292441557834,15.2981961620547,"M-H","Cluster_5347",NA,NA,NA,NA,NA,NA,NA,"",""
"5348","Cluster_5348",142652.859375,NA,138694.84375,NA,361886.1875,642242.5625,277491.125,NA,"3684",2,"Cluster_5348",479.299717557834,478.292441557834,15.2981961620547,"M-H","Cluster_5348",NA,NA,NA,NA,NA,NA,NA,"",""
"5349","Cluster_5349",6036164.5,7854446,1679903.75,59245.76953125,3262814,304600.09375,7029558,NA,"3669",2,"Cluster_5349",479.291465195109,478.284189195109,15.370943464453,"M-H","Cluster_5349",NA,NA,NA,NA,NA,NA,NA,"",""
"5350","Cluster_5350",NA,NA,NA,NA,397563.46875,NA,813956.75,NA,"3698",2,"Cluster_5350",479.567651866728,478.560375866728,16.7371014428148,"M-H","Cluster_5350",NA,NA,NA,NA,NA,NA,NA,"",""
"5351","Cluster_5351",NA,NA,NA,NA,175948.3125,NA,421872.125,NA,"3712",2,"Cluster_5351",481.317337983989,480.310061983989,17.1368951833113,"M-H","Cluster_5351",NA,NA,NA,NA,NA,NA,NA,"",""
"5352","Cluster_5352",NA,NA,NA,NA,175948.3125,NA,421872.125,NA,"3713",2,"Cluster_5352",481.317337983989,480.310061983989,17.1368951833113,"M-H","Cluster_5352",NA,NA,NA,NA,NA,NA,NA,"",""
"5353","Cluster_5353",NA,NA,NA,NA,152926.375,NA,614972,NA,"3717",2,"Cluster_5353",481.351214552806,480.343938552806,18.6963575925531,"M-H","Cluster_5353",NA,NA,NA,NA,NA,NA,NA,"",""
"5354","Cluster_5354",NA,NA,NA,NA,152926.375,NA,614972,NA,"3718",2,"Cluster_5354",481.351214552806,480.343938552806,18.6963575925531,"M-H","Cluster_5354",NA,NA,NA,NA,NA,NA,NA,"",""
"5355","Cluster_5355",NA,NA,NA,NA,NA,NA,682630.8125,NA,"3724",2,"Cluster_5355",483.09142404803,482.08414804803,9.80495981645943,"M-H","Cluster_5355",NA,NA,NA,NA,NA,NA,NA,"C20H22NO11P|C14H23N5O10P2|C15H22N3O13P|C16H18N7O9P|C12H14N13O7P|C10H19N11O8P2|C13H22N7O9PS|C17H27NO9P2S|C13H24N7O7P3|C9H23N7O12P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5356","Cluster_5356",248240.96875,237779.140625,1190729.25,1101225.75,NA,NA,NA,NA,"3777",2,"Cluster_5356",492.044998147866,491.037722147866,4.01143363447611,"M-H","Cluster_5356",NA,NA,NA,NA,NA,NA,NA,"C13H23N2O12P3|C16H20N4O8S3|C13H21N2O14PS|C12H20N4O13S2|C14H25N2O9PS3|C16H17N2O14P|C15H26O10P2S2|C14H22O15P2|C17H21N2O9PS2|C20H18N2O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5357","Cluster_5357",954335.125,1060609.125,179439.21875,84547.96875,55152.47265625,NA,147831.46875,NA,"3790",2,"Cluster_5357",493.281034034015,492.273758034015,13.2511183470119,"M-H","Cluster_5357",NA,NA,NA,NA,NA,NA,NA,"C23H44NO8P|C19H40N7O6P|C22H45N3O5P2|C24H40N5O4P|C25H39N3O7|C21H42N4O7P|C27H41O8|C21H35N9O5|C21H44N5O4PS|C22H43N3O7S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5358","Cluster_5358",151538.5,122261.53125,162762.71875,NA,210856.703125,351055.25,68572.1328125,NA,"3801",2,"Cluster_5358",493.317372377441,492.310096377441,16.5299833333333,"M-H","Cluster_5358",NA,NA,NA,NA,NA,NA,NA,"",""
"5359","Cluster_5359",NA,NA,NA,NA,426542.78125,NA,722218.5,NA,"3803",2,"Cluster_5359",493.351682622096,492.344406622096,18.7342786980838,"M-H","Cluster_5359",NA,NA,NA,NA,NA,NA,NA,"",""
"5360","Cluster_5360",NA,NA,NA,NA,426542.78125,NA,722218.5,NA,"3804",2,"Cluster_5360",493.351682622096,492.344406622096,18.7342786980838,"M-H","Cluster_5360",NA,NA,NA,NA,NA,NA,NA,"",""
"5361","Cluster_5361",NA,NA,NA,NA,283625.6875,NA,416387.1875,NA,"3802",2,"Cluster_5361",493.351456856426,492.344180856426,20.0880284990898,"M-H","Cluster_5361",NA,NA,NA,NA,NA,NA,NA,"C25H52NO6P|C22H47N5O7|C29H49O6|C27H47N3O5|C21H48N7O4P|C23H43N9O3|C17H43N13O4|C24H49N2O8|C23H50N4O5P|C20H47N9O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5362","Cluster_5362",107902.2734375,134525.765625,NA,NA,NA,NA,NA,NA,"3808",2,"Cluster_5362",494.284865149324,493.277589149324,13.3088142432327,"M-H","Cluster_5362",NA,NA,NA,NA,NA,NA,NA,"",""
"5363","Cluster_5363",107902.2734375,134525.765625,NA,NA,NA,NA,NA,NA,"3809",2,"Cluster_5363",494.284865149324,493.277589149324,13.3088142432327,"M-H","Cluster_5363",NA,NA,NA,NA,NA,NA,NA,"",""
"5364","Cluster_5364",7040.3486328125,98424.78125,NA,3478.775390625,155780.921875,NA,306037.84375,NA,"3817",2,"Cluster_5364",495.33087971412,494.32360371412,17.3124945139254,"M-H","Cluster_5364",NA,NA,NA,NA,NA,NA,NA,"",""
