"","Name...1","cest33 neg endo ms2 1","cest33 neg endo ms2 2","cest33 neg exo ms2 1","cest33 neg exo ms2 2","neg glo1 endo ms2 top5","neg glo1 exo ms2 top5","neg n2 endo ms2 top5","neg n2 exo ms2 top5","Group","Size","Name...12","Mass","m/z","RT","Adduct","Name...17","name","formula","adduct","evidence","MSI Level","Comment","ChEBI ID","SIRIUS_molecularFormula","SIRIUS_adduct"
"3920","Cluster_3920",NA,NA,NA,NA,NA,NA,486245.40625,NA,"4898",2,"Cluster_3920",653.223759853447,652.216483853447,8.15392277366748,"M-H","Cluster_3920",NA,NA,NA,NA,NA,NA,NA,"C24H41N5O12P2|C19H41N7O14P2|C26H36N7O11P|C27H32N11O7P|C25H37N9O8P2|C22H32N13O9P|C21H32N15O8P|C21H33N15O6P2|C20H37N11O10P2|C20H36N11O12P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3921","Cluster_3921",NA,NA,NA,NA,NA,NA,705822.0625,NA,"4899",2,"Cluster_3921",653.245063794815,652.237787794815,5.9476955413894,"M-H","Cluster_3921",NA,NA,NA,NA,NA,NA,NA,"C21H45N5O14P2|C27H44NO15P|C26H45N3O12P2|C16H42N13O9P3|C24H36N11O9P|C13H36N17O12P|C22H41N9O10P2|C29H36N9O7P|C23H40N7O13P|C28H40N5O11P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3922","Cluster_3922",NA,NA,NA,NA,368732.53125,539156.3125,NA,125397.46875,"4900",2,"Cluster_3922",653.317560438451,652.310284438451,12.7686275786564,"M-H","Cluster_3922",NA,NA,NA,NA,NA,NA,NA,"C29H52NO13P|C25H48N7O11P|C23H53N5O12P2|C27H58O11PS2|C21H44N13O9P|C26H54O16P|C26H56NO13PS|C26H58NO11P3|C19H48N11O12P|C28H54N3O8P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3923","Cluster_3923",612734.0625,660104.5,NA,NA,123010.8671875,25128,322007,NA,"4901",2,"Cluster_3923",653.391371795773,652.384095795773,18.2293605572142,"M-H","Cluster_3923",NA,NA,NA,NA,NA,NA,NA,"C31H60NO11P|C32H56N5O7P|C33H55N3O10|C27H56N7O9P|C34H51N7O6|C29H51N9O8|C30H61N3O8P2|C17H52N17O8P|C26H57N9O6P2|C28H51N11O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3924","Cluster_3924",363439.0625,362185.21875,NA,NA,NA,NA,NA,NA,"4902",2,"Cluster_3924",653.393008632351,652.385732632351,17.4617960788497,"M-H","Cluster_3924",NA,NA,NA,NA,NA,NA,NA,"",""
"3925","Cluster_3925",NA,NA,NA,NA,NA,NA,1536023.875,NA,"4906",2,"Cluster_3925",654.219177800466,653.211901800466,7.61927986761193,"M-H","Cluster_3925",NA,NA,NA,NA,NA,NA,NA,"C29H39N2O13P|C25H35N8O11P|C23H40N6O12P2|C19H36N12O10P2|C24H39N4O15P|C21H43N4O15PS|C15H31N18O10P|C19H35N12O12P|C17H41N10O11P3|C18H39N8O16P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3926","Cluster_3926",NA,NA,NA,NA,NA,NA,857688.6875,22166.880859375,"4907",2,"Cluster_3926",654.308973290501,653.301697290501,18.5018742967822,"M-H","Cluster_3926",NA,NA,NA,NA,NA,NA,NA,"",""
"3927","Cluster_3927",NA,NA,NA,NA,NA,NA,784921.4375,NA,"4909",2,"Cluster_3927",655.203182029482,654.195906029482,7.42477946021073,"M-H","Cluster_3927",NA,NA,NA,NA,NA,NA,NA,"C24H38N3O16P|C17H40N9O12P3|C23H39N5O13P2|C29H38NO14P|C19H35N11O11P2|C25H34N7O12P|C19H34N11O13P|C26H30N11O8P|C15H30N17O11P|C20H30N15O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3928","Cluster_3928",NA,NA,NA,NA,NA,NA,8350955.5,NA,"4908",3,"Cluster_3928",655.203030407327,654.195754407327,7.53713994675256,"M-H","Cluster_3928",NA,NA,NA,NA,NA,NA,NA,"",""
"3929","Cluster_3929",NA,NA,NA,NA,1127544.875,NA,1535782,NA,"4910",2,"Cluster_3929",655.309395181454,654.302119181454,14.7317905466167,"M-H","Cluster_3929",NA,NA,NA,NA,NA,NA,NA,"C25H49N7O9S2|C22H45N11O10S|C24H41N13O9|C30H49N5O7S2|C23H45N9O13|C23H41N15O6S|C25H45N13O4S2|C27H45N9O8S|C26H49N5O12S|C27H53N5O7S3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3930","Cluster_3930",5135774,5191207.5,NA,NA,1551569.125,NA,1683789.5,NA,"4911",2,"Cluster_3930",655.310869269513,654.303593269513,14.9006139491033,"M-H","Cluster_3930",NA,NA,NA,NA,NA,NA,NA,"C32H50NO11P|C22H47N11O8P2|C23H46N9O11P|C27H50N3O13P|C39H46NO6P|C26H51N5O10P2|C29H54NO11PS|C28H46N7O9P|C22H46N11O10P|C29H55NO9P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3931","Cluster_3931",12737982,11942236,NA,NA,252066.75,NA,NA,NA,"4912",3,"Cluster_3931",655.31126189872,654.30398589872,15.0884231835187,"M-H","Cluster_3931",NA,NA,NA,NA,NA,NA,NA,"C24H41N13O9|C23H45N9O13|C26H51N5O10P2|C29H45N5O12|C30H41N9O8|C34H45N3O10|C25H37N17O5|C27H49N3O15|C20H37N19O7|C27H47N9O6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3932","Cluster_3932",52358.1015625,683673.5625,NA,NA,221047.921875,NA,1665940.75,NA,"4915",2,"Cluster_3932",655.348894955622,654.341618955622,15.3236319126445,"M-H","Cluster_3932",NA,NA,NA,NA,NA,NA,NA,"C33H54NO10P|C40H50NO5P|C34H58NO5PS2|C37H54NO5PS|C27H55N5O9P2|C30H60NO8P3|C28H54N3O12P|C17H51N15O8P2|C22H55N7O11P2|C22H54N7O13P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3933","Cluster_3933",NA,NA,NA,NA,1908879.75,238325.21875,120310.3359375,15802.140625,"4914",2,"Cluster_3933",655.333525949904,654.326249949904,13.4633990614548,"M-H","Cluster_3933",NA,NA,NA,NA,NA,NA,NA,"C29H54NO13P|C23H55N5O12P2|C19H50N11O12P|C25H50N7O11P|C25H57N2O13P2|C24H54N3O15P|C30H50N5O9P|C22H54N7O11PS|C24H51N9O8P2|C33H54NO8PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3934","Cluster_3934",NA,NA,NA,NA,443842.40625,14623.8818359375,1232858.875,270576.625,"4913",2,"Cluster_3934",655.333296013053,654.326020013053,13.5196044420175,"M-H","Cluster_3934",NA,NA,NA,NA,NA,NA,NA,"C29H54NO13P|C19H50N11O12P|C23H55N5O12P2|C25H57N2O13P2|C24H54N3O15P|C22H54N7O11PS|C25H50N7O11P|C24H56N4O12PS|C26H56O16P|C22H42N17O5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3935","Cluster_3935",NA,NA,NA,NA,1016563.625,NA,NA,NA,"4916",2,"Cluster_3935",655.369088331693,654.361812331693,16.3543169934062,"M-H","Cluster_3935",NA,NA,NA,NA,NA,NA,NA,"C30H58NO12P|C21H54N9O12P|C31H54N5O8P|C22H50N13O8P|C29H59N3O9P2|C27H50N11O6P|C25H55N9O7P2|C20H55N11O9P2|C21H50N15O7P|C37H54NO7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3936","Cluster_3936",NA,NA,353678.71875,NA,NA,NA,1721095.625,NA,"4917",2,"Cluster_3936",655.369639073538,654.362363073538,16.4952401424855,"M-H","Cluster_3936",NA,NA,NA,NA,NA,NA,NA,"C30H58NO12P|C37H53NO9|C20H54N11O11P|C31H54N5O8P|C23H56N6O13P|C32H53N3O11|C22H56N8O12P|C27H53N5O13|C27H50N11O6P|C26H54N7O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3937","Cluster_3937",NA,NA,NA,NA,537630.6875,NA,367532.28125,NA,"4918",2,"Cluster_3937",655.369773365557,654.362497365557,17.2722699375543,"M-H","Cluster_3937",NA,NA,NA,NA,NA,NA,NA,"C30H58NO12P|C31H54N5O8P|C37H54NO7P|C29H59N3O9P2|C32H53N3O11|C29H60N3O7P3|C25H55N9O7P2|C31H62NO7PS2|C28H58N5O8PS|C34H58NO7PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3938","Cluster_3938",NA,1220964.625,NA,270725.3125,NA,NA,NA,NA,"4921",2,"Cluster_3938",655.576926375639,654.569650375639,20.5696674540963,"M-H","Cluster_3938",NA,NA,NA,NA,NA,NA,NA,"C39H77NO6|C35H73N7O4|C25H69N17O3|C27H71N14O4|C40H73N5O2|C33H71N10O3|C37H75N4O5|C42H75N2O3|C37H77N5O2S|C38H78N3O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3939","Cluster_3939",NA,6814375.5,NA,NA,NA,NA,NA,NA,"4920",2,"Cluster_3939",655.576921134987,654.569645134987,20.1377378637861,"M-H","Cluster_3939",NA,NA,NA,NA,NA,NA,NA,"C39H77NO6|C35H73N7O4|C40H73N5O2|C25H69N17O3|C27H71N14O4|C38H78N3O3P|C37H77N5O2S|C37H75N4O5|C42H75N2O3|C30H69N15O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3940","Cluster_3940",797407.6875,4590713,135350.25,604908.6875,NA,NA,NA,NA,"4923",3,"Cluster_3940",655.578821588286,654.571545588286,21.2005832801593,"M-H","Cluster_3940",NA,NA,NA,NA,NA,NA,NA,"C39H77NO6|C35H73N7O4|C25H69N17O3|C27H71N14O4|C34H73N9O3|C38H78N3O3P|C37H75N4O5|C42H75N2O3|C36H75N6O4|C40H73N5O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3941","Cluster_3941",NA,241816.3125,NA,44578.67578125,NA,NA,NA,NA,"4924",2,"Cluster_3941",655.581461067165,654.574185067165,21.4161703253764,"M-H","Cluster_3941",NA,NA,NA,NA,NA,NA,NA,"",""
"3942","Cluster_3942",NA,151160.9375,NA,120305.828125,NA,NA,NA,NA,"4925",2,"Cluster_3942",655.586804540101,654.579528540101,21.675812929095,"M-H","Cluster_3942",NA,NA,NA,NA,NA,NA,NA,"",""
"3943","Cluster_3943",NA,985152.1875,NA,130363.515625,NA,NA,NA,NA,"4919",2,"Cluster_3943",655.575797369438,654.568521369438,19.3918101298611,"M-H","Cluster_3943",NA,NA,NA,NA,NA,NA,NA,"C39H77NO6|C37H75N4O5|C35H73N7O4|C40H73N5O2|C38H78N3O3P|C42H75N2O3|C39H79N2O3S|C33H71N10O3|C37H77N5O2S|C25H69N17O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3944","Cluster_3944",NA,733506.625,NA,83272.3671875,NA,NA,NA,NA,"4922",2,"Cluster_3944",655.577218636098,654.569942636098,19.4493731854211,"M-H","Cluster_3944",NA,NA,NA,NA,NA,NA,NA,"C39H77NO6|C35H73N7O4|C34H73N9O3|C40H73N5O2|C37H75N4O5|C42H75N2O3|C27H71N14O4|C25H69N17O3|C37H77N5O2S|C38H78N3O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3945","Cluster_3945",NA,151160.9375,NA,120305.828125,NA,NA,NA,NA,"4926",2,"Cluster_3945",655.586804540101,654.579528540101,21.675812929095,"M-H","Cluster_3945",NA,NA,NA,NA,NA,NA,NA,"",""
"3946","Cluster_3946",NA,NA,NA,NA,NA,NA,NA,205554.859375,"4928",2,"Cluster_3946",656.075756736659,655.068480736659,21.9825534901763,"M-H","Cluster_3946",NA,NA,NA,NA,NA,NA,NA,"",""
"3947","Cluster_3947",NA,NA,NA,NA,NA,NA,NA,154666.84375,"4927",2,"Cluster_3947",656.075652808611,655.068376808611,21.8177839217237,"M-H","Cluster_3947",NA,NA,NA,NA,NA,NA,NA,"",""
"3948","Cluster_3948",1475616.875,1372291.75,NA,NA,80406.3828125,NA,9825.888671875,NA,"4933",2,"Cluster_3948",657.326940631169,656.319664631169,15.3923515693004,"M-H","Cluster_3948",NA,NA,NA,NA,NA,NA,NA,"C33H56NO6PS2|C36H52NO6PS|C26H53N5O10P2|C22H49N11O8P2|C31H51N3O10S|C29H47N5O12|C30H43N9O8|C25H39N17O5|C34H47N3O10|C26H39N15O6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3949","Cluster_3949",4437404,4075768,NA,NA,1187401.125,NA,1236608.5,NA,"4932",3,"Cluster_3949",657.325757708171,656.318481708171,15.596847877405,"M-H","Cluster_3949",NA,NA,NA,NA,NA,NA,NA,"C22H49N11O8P2|C27H49N9O6P2|C26H53N5O10P2|C25H54N7O7P3|C24H43N13O9|C23H47N9O13|C28H48N7O9P|C29H47N5O12|C20H39N19O7|C19H43N15O11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3950","Cluster_3950",2817442.5,2744557.25,NA,NA,645642.1875,NA,690779.75,NA,"4931",2,"Cluster_3950",657.325502606651,656.318226606651,15.8114268920913,"M-H","Cluster_3950",NA,NA,NA,NA,NA,NA,NA,"C32H52NO11P|C31H53N3O8P2|C32H53NO9P2|C27H52N3O13P|C26H53N5O10P2|C22H52N5O15P|C28H56N3O8PS2|C29H57NO9P2S|C29H56NO11PS|C23H55N4O13P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3951","Cluster_3951",1888320.875,1824370,1177095.75,875022.875,NA,NA,NA,NA,"4939",2,"Cluster_3951",657.893385502057,656.886109502056,20.1638505104785,"M-H","Cluster_3951",NA,NA,NA,NA,NA,NA,NA,"C21H10N2O15S4|C8H15N4O21P5|C7H16N6O18P6|C22H14N2O10S6|C20H6N2O20S2|C14H10N8O13S5|C16H6N2O25S|C17H10N2O20S3|C18H14N2O15S5|C18H18N4O7S8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3952","Cluster_3952",1335255.75,423864.78125,855454.9375,877389.3125,NA,NA,NA,NA,"4937",2,"Cluster_3952",657.893208881879,656.885932881879,20.5300222912976,"M-H","Cluster_3952",NA,NA,NA,NA,NA,NA,NA,"C21H10N2O15S4|C13H6O31|C8H15N4O21P5|C7H16N6O18P6|C22H14N2O10S6|C20H6N2O20S2|C14H10N8O13S5|C16H6N2O25S|C17H10N2O20S3|C18H14N2O15S5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3953","Cluster_3953",128903.8359375,586273.0625,958009.1875,667600.8125,NA,NA,NA,NA,"4941",2,"Cluster_3953",657.893705668963,656.886429668963,24.5180290100866,"M-H","Cluster_3953",NA,NA,NA,NA,NA,NA,NA,"C12H16N4O16P6|C10H9N6O22P3|C8H14N4O23P4|C13H6O31|C14H11N6O15P5|C16H6N8O14P4|C14H12N6O13P6|C15H10N4O18P4|C18H15O17P5|C16H8N2O23P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3954","Cluster_3954",139494.390625,170614.671875,265982.0625,NA,NA,NA,NA,NA,"4942",2,"Cluster_3954",657.893774812646,656.886498812646,21.9984950450032,"M-H","Cluster_3954",NA,NA,NA,NA,NA,NA,NA,"C22H14N2O10S6|C21H10N2O15S4|C25H10N2O10S5|C17H10N2O20S3|C20H6N2O20S2|C18H14N2O15S5|C14H10N8O13S5|C16H6N2O25S|C18H18N4O7S8|C17H14N4O12S6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3955","Cluster_3955",NA,NA,NA,NA,NA,45621176,NA,51228920,"4943",4,"Cluster_3955",658.105169533554,657.097893533554,2.27018652426375,"M-H","Cluster_3955",NA,NA,NA,NA,NA,NA,NA,"C18H32N2O20P2|C19H28N6O16P2|C18H29N8O13P3|C20H24N10O12P2|C26H26O20|C19H30O25|C17H33N4O17P3|C17H18N14O15|C16H22N10O19|C22H22N6O18","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3956","Cluster_3956",361454.65625,341073.625,9383907,8346180,NA,NA,NA,NA,"4944",3,"Cluster_3956",658.105487366027,657.098211366027,2.77367193056942,"M-H","Cluster_3956",NA,NA,NA,NA,NA,NA,NA,"C18H32N2O20P2|C19H28N6O16P2|C18H29N8O13P3|C21H23N8O15P|C22H34N2O13P4|C22H19N12O11P|C20H24N10O12P2|C19H25N12O9P3|C23H30N6O9P4|C21H20N14O8P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3957","Cluster_3957",NA,NA,NA,NA,NA,4877731.5,NA,NA,"4946",3,"Cluster_3957",659.327758167439,658.320482167439,10.0061073969174,"M-H","Cluster_3957",NA,NA,NA,NA,NA,NA,NA,"C28H54NO14P|C20H53N8O12P2|C24H50N7O12P|C27H55N3O11P2|C23H51N9O9P2|C18H50N11O13P|C21H52N6O15P|C25H46N11O8P|C19H50N9O14P|C29H50N5O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3958","Cluster_3958",1355515.25,1189241.125,NA,NA,325503.25,NA,441667.90625,NA,"4949",2,"Cluster_3958",659.341516534063,658.334240534063,16.1651038059557,"M-H","Cluster_3958",NA,NA,NA,NA,NA,NA,NA,"C36H54NO6PS|C33H58NO6PS2|C31H54N3O8PS|C41H45N3O5|C34H49N3O10|C30H45N9O8|C35H45N7O6|C25H41N17O5|C29H49N5O12|C39H49NO8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3959","Cluster_3959",3882640.25,3064286.5,NA,NA,451964.125,NA,464105.4375,NA,"4948",2,"Cluster_3959",659.341366567462,658.334090567462,16.3915725465744,"M-H","Cluster_3959",NA,NA,NA,NA,NA,NA,NA,"C30H45N9O8|C26H41N15O6|C35H45N7O6|C41H45N3O5|C34H49N3O10|C24H45N13O9|C29H49N5O12|C39H49NO8|C25H45N11O10|C25H41N17O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3960","Cluster_3960",NA,NA,NA,NA,NA,NA,379092.625,NA,"4950",2,"Cluster_3960",659.379319307198,658.372043307198,16.7628354536949,"M-H","Cluster_3960",NA,NA,NA,NA,NA,NA,NA,"",""
"3961","Cluster_3961",NA,NA,NA,NA,NA,NA,379092.625,NA,"4951",2,"Cluster_3961",659.379319307198,658.372043307198,16.7628354536949,"M-H","Cluster_3961",NA,NA,NA,NA,NA,NA,NA,"",""
"3962","Cluster_3962",NA,NA,NA,NA,179696624,49763212,230487152,82271096,"4952",5,"Cluster_3962",661.322914107761,660.31563810776,13.7494201053308,"M-H","Cluster_3962",NA,NA,NA,NA,NA,NA,NA,"C31H52NO12P|C26H52N3O14P|C27H48N7O10P|C25H53N5O11P2|C21H48N11O11P|C32H48N5O8P|C30H53N3O9P2|C26H49N9O7P2|C28H58NO10P3|C28H54O15P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3963","Cluster_3963",NA,NA,NA,NA,437595.25,91421.109375,3545038.75,1077193.375,"4954",3,"Cluster_3963",661.323024875984,660.315748875984,13.9118241106765,"M-H","Cluster_3963",NA,NA,NA,NA,NA,NA,NA,"C31H52NO12P|C21H48N11O11P|C26H52N3O14P|C25H53N5O11P2|C27H48N7O10P|C26H49N9O7P2|C16H48N13O13P|C22H44N15O7P|C17H44N17O9P|C18H50N10O14P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3964","Cluster_3964",NA,NA,NA,NA,22091.7265625,NA,545205.4375,317608.25,"4955",2,"Cluster_3964",661.32309314318,660.31581714318,14.010114448117,"M-H","Cluster_3964",NA,NA,NA,NA,NA,NA,NA,"",""
"3965","Cluster_3965",NA,NA,NA,NA,682632.375,NA,464433,NA,"4953",2,"Cluster_3965",661.323013104945,660.315737104945,14.2947913101094,"M-H","Cluster_3965",NA,NA,NA,NA,NA,NA,NA,"C31H52NO12P|C32H48N5O8P|C30H53N3O9P2|C38H48NO7P|C32H56NO7PS2|C35H52NO7PS|C30H54N3O7P3|C29H52N5O8PS|C28H58NO10P3|C26H52N3O14P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3966","Cluster_3966",76203696,73569768,12723202,13462113,11478538,820185.8125,20084882,1828811.75,"4956",4,"Cluster_3966",661.323430466585,660.316154466585,14.5833014414786,"M-H","Cluster_3966",NA,NA,NA,NA,NA,NA,NA,"C31H52NO12P|C21H48N11O11P|C25H52N5O13P|C26H52N3O14P|C25H53N5O11P2|C28H56NO12PS|C32H48N5O8P|C27H48N7O10P|C16H48N13O13P|C22H44N15O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3967","Cluster_3967",NA,NA,NA,NA,122057.5234375,NA,494654.5,NA,"4957",2,"Cluster_3967",661.748845928672,660.741569928672,13.752522434346,"M-H","Cluster_3967",NA,NA,NA,NA,NA,NA,NA,"",""
"3968","Cluster_3968",NA,NA,NA,NA,5737333,379710.09375,232817.546875,NA,"4960",3,"Cluster_3968",663.33768850212,662.33041250212,14.2222087214145,"M-H","Cluster_3968",NA,NA,NA,NA,NA,NA,NA,"C31H54NO12P|C26H54N3O14P|C25H55N5O11P2|C21H50N11O11P|C26H51N9O7P2|C27H50N7O10P|C32H50N5O8P|C29H52N4O11P|C27H57N2O12P2|C30H55N3O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3969","Cluster_3969",NA,NA,NA,NA,1621927,9072.87109375,9551132,534177.5,"4961",3,"Cluster_3969",663.337741223489,662.330465223489,14.2933826764298,"M-H","Cluster_3969",NA,NA,NA,NA,NA,NA,NA,"C31H54NO12P|C26H54N3O14P|C21H50N11O11P|C25H55N5O11P2|C27H50N7O10P|C22H50N9O12P|C22H46N15O7P|C22H47N15O5P2|C27H57N2O12P2|C30H55N3O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3970","Cluster_3970",1679354.375,1539317.625,NA,NA,956453.8125,NA,870084.5625,NA,"4963",3,"Cluster_3970",663.339209894005,662.331933894004,15.118135676494,"M-H","Cluster_3970",NA,NA,NA,NA,NA,NA,NA,"C31H54NO12P|C32H50N5O8P|C30H55N3O9P2|C26H54N3O14P|C32H58NO7PS2|C29H54N5O8PS|C35H55NO7P2|C28H60NO10P3|C25H54N5O13P|C21H50N11O11P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3971","Cluster_3971",4132859.25,3792667.75,148697.0625,213833.859375,644696.1875,NA,496790.25,NA,"4962",3,"Cluster_3971",663.339124065348,662.331848065348,15.4546134082854,"M-H","Cluster_3971",NA,NA,NA,NA,NA,NA,NA,"C31H54NO12P|C25H55N5O11P2|C26H51N9O7P2|C26H54N3O14P|C30H55N3O9P2|C24H56N7O8P3|C28H60NO10P3|C27H50N7O10P|C22H46N15O7P|C32H50N5O8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3972","Cluster_3972",NA,NA,NA,NA,1695473.25,NA,NA,NA,"117",2,"Cluster_3972",618.335991822243,663.334194822243,14.2067,"M+FA-H","Cluster_3972",NA,NA,NA,NA,NA,NA,NA,"",""
"3973","Cluster_3973",947987.0625,962305.125,NA,NA,269867.8125,NA,7118002.5,597322.6875,"116",2,"Cluster_3973",618.33404827152,663.33225127152,14.6209980256439,"M+FA-H","Cluster_3973",NA,NA,NA,NA,NA,NA,NA,"",""
"3974","Cluster_3974",NA,NA,NA,NA,400811.25,164044.96875,923899.125,448874.34375,"4965",2,"Cluster_3974",665.315683137022,664.308407137022,24.997,"M-H","Cluster_3974",NA,NA,NA,NA,NA,NA,NA,"C25H51N3O17|C27H47N5O14|C29H51N3O12S|C25H49N9O8P2|C31H48N5O9P|C37H47NO10|C32H47N3O12|C30H49N7O6P2|C29H53N3O10P2|C30H55N3O7S3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3975","Cluster_3975",NA,NA,NA,NA,782658.875,84382.8671875,NA,NA,"4968",2,"Cluster_3975",665.353547043312,664.346271043312,14.448359580482,"M-H","Cluster_3975",NA,NA,NA,NA,NA,NA,NA,"C31H56NO12P|C26H56N3O14P|C33H51N3O11|C24H56N7O10PS|C25H57N5O11P2|C32H52N5O8P|C28H48N11O6P|C21H52N11O11P|C27H52N7O10P|C38H51NO9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3976","Cluster_3976",NA,NA,NA,NA,NA,NA,1759407.75,NA,"4967",2,"Cluster_3976",665.353435556448,664.346159556448,15.179475964594,"M-H","Cluster_3976",NA,NA,NA,NA,NA,NA,NA,"",""
