"","Row","m.z","RT","Annotation.ID","formula","adduct","evidence","MSI.Level","Comment","SIRIUS_molecularFormula","SIRIUS_adduct"
"174","Cluster_0293",197.969928,4.022742433,"","","","",NA,"","C7H5NO2S2|C3H5NO7S|C7H7NP2S|C3H8N2O2PS2|CH3N4O6S|C2H7N4OS3|C5H2N3O4P|CH5N4O4P2|C3H10N2P3S|C3N6O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"175","Cluster_0294",198.0754258,0.943713412,"","","","",NA,"","C9H13NO4|C5H9N7O2|C7H11N4O3|C3H14N5O3P|C6H15O7|CH12N8O2P|H11N10OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"176","Cluster_0296",199.1349939,3.831001931,"","","","",NA,"","C11H20O3|C14H18N|C10H21N2P","[M - H]-|[M - H]-|[M - H]-"
"177","Cluster_0297",199.1350262,7.323323803,"","","","",NA,"","C11H20O3|C14H18N|C10H21N2P","[M - H]-|[M - H]-|[M - H]-"
"178","Cluster_0299",201.0887512,0.939590953,"","","","",NA,"","",""
"179","Cluster_0301",201.1141922,3.749488342,"","","","",NA,"","C10H18O4|C13H16NO|C11H14N4|C7H17N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"180","Cluster_0302",201.1252797,0.971901233,"","","","",NA,"","",""
"181","Cluster_0303",201.1253527,1.296921,"","","","",NA,"","C9H18N2O3|C12H16N3","[M - H]-|[M - H]-"
"182","Cluster_0304",201.1253292,2.20114809,"","","","",NA,"","",""
"183","Cluster_0270",180.0660694,0.877819418,"tyrosine","C9H11NO3","[M-H]-","MS2",2,"RT: 0.723","C9H11NO3|C7H9N4O2|C5H14N2O3P|C3H12N5O2P|C2H11N7OS|C7H17OS2|CH10N8OP|H9N10S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"184","Cluster_0307",203.0823628,2.417734644,"tryptophan","C11H12N2O2","[M-H]-","MS1 + RT",1,"RT: 2.399","C11H12N2O2|C9H17O3P|C7H15N3O2P|C9H10N5O|C5H13N6OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"185","Cluster_0308",203.1298942,3.043832546,"","","","",NA,"","C10H20O4|C9H21N2OP|C13H18NO|C11H16N4|C7H19N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"186","Cluster_0309",205.0356334,0.941720571,"","","","",NA,"","C7H10O7|C4H9N5O3P|C5H8N3O6|C8H14O2S2|C8H6N4O3|C6H12N3OS2|C2H7N8O2P|C6H4N7O2|C4H2N10O|C11H12P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"187","Cluster_0311",206.0013588,0.679428999,"","","","",NA,"","",""
"188","Cluster_0312",206.0818209,3.193729648,"","","","",NA,"","",""
"189","Cluster_0313",207.0117227,3.080908237,"","","","",NA,"","C10H10OP2|C6H13NOP3|C2H4N6O6|C4H6N3O7|C12H5N2P|C4H11N4P3|C3N10O2|C8H8N3P2|C16H2N|H2N9O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"190","Cluster_0315",210.9625389,0.726989832,"","","","",NA,"","C2H3N3O7P|C7H4N2O2S2|C8H5O3PS|C4H6NO5S2|HN6O6P|C3H7N3O2PS2|CH5N6OPS2|C5H2N5OS2|C5H10NS4|C4H8NO3P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"191","Cluster_0316",211.9708008,0.657985844,"","","","",NA,"","",""
"192","Cluster_0319",213.1504072,5.032126816,"","","","",NA,"","C12H22O3|C15H20N","[M - H]-|[M - H]-"
"193","Cluster_0320",213.964789,2.86056263,"","","","",NA,"","C7H5NO3S2|C3H8N2O3PS2|C3H5NO8S|C2H7N4O2S3|C7H7NOP2S|C6H6N3PS2|CH3N4O7S|CH5N4O5P2|CH6N5O2PS2|C3H10N2OP3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"194","Cluster_0321",213.9648707,4.024701645,"","","","",NA,"","C7H5NO3S2|C3H8N2O3PS2|C3H5NO8S|C7H7NOP2S|CH3N4O7S|C2H7N4O2S3|CH6N5O2PS2|C6H6N3PS2|CH5N4O5P2|C3H10N2OP3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"195","Cluster_0322",214.9961349,0.717649403,"","","","",NA,"","",""
"196","Cluster_0325",215.1299339,4.046085687,"","","","",NA,"","",""
"197","Cluster_0326",215.165592,5.324079299,"","","","",NA,"","C12H24O3|C10H22N3O2","[M - H]-|[M - H]-"
"198","Cluster_0327",216.9464461,0.715747629,"","","","",NA,"","C6H4O5P2|CH4N3O6S2|C3H6O7S2|CH6N3O4P2S|C3H9NO2PS3|CH7N4OPS3|C5H3N2O4PS|C5H4N3OS3|C2H8N3OS4|C4H2N3O4P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"199","Cluster_0328",217.0306622,0.687935871,"","","","",NA,"","",""
"200","Cluster_0306",203.0827008,1.575299301,"tryptophan","C11H12N2O2","[M-H]-","MS2",2,"","C7H15N3O2P|C11H12N2O2|C9H17O3P|C9H10N5O|C5H13N6OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"201","Cluster_0332",218.1047265,1.888962597,"pantothenic acid","C9H17NO5","[M-H]-","MS2",2,"","C9H17NO5|C8H18N3O2P|C12H15N2O2|C10H13N5O|C6H16N6OP|C8H11N8|C5H15N8S|C4H14N9P|C10H21NS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"202","Cluster_0335",221.0606234,0.702215134,"","","","",NA,"","",""
"203","Cluster_0337",221.0814518,4.457175598,"","","","",NA,"","C8H17NO4P|C12H14O4|C6H15N4O3P|C10H12N3O3|C8H10N6O2|C5H14N6O2S|C4H13N7O2P|C9H13N5P|C13H10N4|C3H12N9OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"204","Cluster_0338",221.0939441,2.443997987,"","","","",NA,"","",""
"205","Cluster_0339",223.0294322,4.653655855,"","","","",NA,"","C7H12O6S|C8H8N4O2S|C6H13N2O3PS|C9H9N2O3P|C10H10NO3S|C4H11N5O2PS|C13H6NO3|C7H14O4P2|C3H10N7OS2|C6H6N7OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"206","Cluster_0341",223.0857613,0.667068436,"","","","",NA,"","",""
"207","Cluster_0342",224.9803037,0.812133313,"","","","",NA,"","",""
"208","Cluster_0343",225.0073904,2.847906104,"","","","",NA,"","C6H10O7S|C6H13NO2PS2|C4H8N3O6S|C7H6N4O3S|C8H7N2O4P|C6H12O5P2|C4H10N3O4P2|C3H9N5O3PS|C2H8N6O3P2|C6H5N5O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"209","Cluster_0344",225.0075423,3.160547824,"","","","",NA,"","C6H12O5P2|C4H10N3O4P2|C5H10ClN3O3P|C7H12ClO4P|C9H7ClN2O3|C8H7N2O4P|C3H8ClN6O2P|C7H5ClN5O2|C2H8N6O3P2|C6H5N5O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"210","Cluster_0345",225.9862681,0.665797444,"","","","",NA,"","",""
"211","Cluster_0347",227.9842655,0.665198618,"","","","",NA,"","",""
"212","Cluster_0348",228.0510864,0.896217127,"","","","",NA,"","",""
"213","Cluster_0352",229.1557722,1.190939993,"","","","",NA,"","C11H22N2O3|C9H20N5O2","[M - H]-|[M - H]-"
"214","Cluster_0353",229.1557671,2.442146771,"","","","",NA,"","C11H22N2O3|C9H20N5O2","[M - H]-|[M - H]-"
"215","Cluster_0354",229.1557765,2.563211035,"","","","",NA,"","C11H22N2O3|C9H20N5O2","[M - H]-|[M - H]-"
"216","Cluster_0356",230.0069303,0.717557617,"","","","",NA,"","",""
"217","Cluster_0358",231.0452427,1.113157035,"","","","",NA,"","C5H16NO5P2|C8H12N2O4S|C4H15N3O4PS|C12H11NO2P|C3H14N5O3S2|C8H14N2O2P2|C7H13N4OPS|C6H10N5O3S|C10H9N4OP|C4H12N2O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"218","Cluster_0359",231.1355042,1.280371288,"","","","",NA,"","",""
"219","Cluster_0360",232.0500123,0.689311829,"","","","",NA,"","",""
"220","Cluster_0361",234.0768266,0.982448298,"","","","",NA,"","C12H13NO4|C10H11N4O3|C8H9N7O2|C8H16N2O4P|C6H14N5O3P|C10H19O2S2|C5H13N7O2S|C9H15O7|C4H12N8O2P|C3H11N10OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"221","Cluster_0363",235.1097229,2.481136684,"","","","",NA,"","C12H16N2O3|C6H17N6O2P|C8H19N3O3P|C10H14N5O2|C7H18N5O2S|C5H16N8OS|C10H21O4P|C3H14N11S|C15H14N3|C11H17N4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"222","Cluster_0364",235.1347749,6.636845247,"","","","",NA,"","",""
"223","Cluster_0365",236.0794498,4.201106478,"","","","",NA,"","C9H19NO2S2|C9H21NP2S|C7H17N4OS2|C4H13N8O2S|C9H11N5O3|C8H15NO7|C2H11N11OS|C7H16N3O4P|C11H13N2O4|C7H9N8O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"224","Cluster_0367",236.1056422,4.885088501,"","","","",NA,"","C13H17O4|C11H15N3O3|C9H20NO4P|C8H19N3O3S|C7H18N4O3P|C6H17N6O2S|C4H15N9OS|C10H16N5P|C14H13N4|C2H13N12S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"225","Cluster_0368",236.9785011,0.886578952,"","","","",NA,"","C6H7O8P|C6H8NO5S2|C4H5N3O7P|C10H7O3PS|C5H9N3O2PS2|C9H6N2O2S2|C6H10NO3P2S|C8H5N3O2PS|C4H8N4O2P2S|C2H3N6O6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"226","Cluster_0369",237.1162401,4.792753332,"","","","",NA,"","C10H22O4S|C10H24O2P2|C6H18N6O2S|C8H20N3O3S|C14H14N4|C11H18N4S|C3H14N10O3|C12H19N2OP|C16H16NO|C6H20N6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"227","Cluster_0370",239.0603793,4.653748826,"","","","",NA,"","C8H16O6S|C9H12N4O2S|C6H14N3O5S|C7H17N2O3PS|C10H13N2O3P|C11H14NO3S|C14H10NO3|C5H15N5O2PS|C3H13N8OPS|C7H10N7OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"228","Cluster_0371",239.1296816,4.057073606,"","","","",NA,"","C6H20N6O2S|C13H20O4|C8H22N3O3S|C7H21N4O3P|C9H23NO4P|C12H21N2OP|C11H18N3O3|C4H18N9OS|C16H18NO|C14H16N4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"229","Cluster_0372",241.1201481,2.899567364,"","","","",NA,"","",""
"230","Cluster_0331",218.1047644,1.001469375,"pantothenic acid","C9H17NO5","[M-H]-","MS2",2,"","C9H17NO5|C8H18N3O2P|C12H15N2O2|C10H13N5O|C6H16N6OP|C8H11N8|C4H14N9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"231","Cluster_0374",241.1808434,5.59973458,"","","","",NA,"","C14H26O3|C12H24N3O2|H18N16","[M - H]-|[M - H]-|[M - H]-"
"232","Cluster_0375",242.1758651,4.125041465,"","","","",NA,"","C13H25NO3|C11H23N4O2|C9H21N7O","[M - H]-|[M - H]-|[M - H]-"
"233","Cluster_0376",243.0185793,2.848184574,"","","","",NA,"","C5H12ClN3O4P|C9H9ClN2O4|C8H9N2O5P|C4H12N3O5P2|C7H10N4O2P2|C8H10ClN4OP|C7H7ClN5O3|C6H14O6P2|C7H14ClO5P|C3H10ClN6O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"234","Cluster_0377",243.0618497,0.84096099,"","","","MS1 + RT",NA,"","",""
"235","Cluster_6989",229.1453338,4.329934994,"C12 dicarboxylic acid?","","","",NA,"","C12H22O4|C10H20N3O3|C11H23N2OP|C15H20NO|C13H18N4|C9H21N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"236","Cluster_0373",241.145172,6.88175775,"C13:1 dicarboxylic acid?","","","",NA,"","C13H22O4|C11H20N3O3|C12H23N2OP|C16H20NO|C4H20N9OS|C14H18N4|C10H21N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"237","Cluster_0380",243.171159,2.68162911,"","","","",NA,"","C12H24N2O3|C10H22N5O2|C8H20N8O","[M - H]-|[M - H]-|[M - H]-"
"238","Cluster_0381",243.1711406,2.795661821,"","","","",NA,"","",""
"239","Cluster_0382",243.1710929,2.886141216,"","","","",NA,"","",""
"240","Cluster_0383",243.1961224,6.013623236,"","","","",NA,"","C14H28O3|C12H26N3O2|C10H24N6O","[M - H]-|[M - H]-|[M - H]-"
"241","Cluster_0384",244.0229588,0.716543693,"","","","",NA,"","",""
"242","Cluster_0386",245.1401737,2.356623959,"","","","",NA,"","C12H22O5|C10H20N3O4|C11H23N2O2P|C15H20NO2|C13H18N4O|C9H21N5OP|C11H16N7|C13H26S2|C7H19N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"243","Cluster_0387",245.1401339,2.600744747,"","","","",NA,"","C12H22O5|C10H20N3O4|C11H23N2O2P|C15H20NO2|C13H18N4O|C9H21N5OP|C11H16N7|C13H26S2|C7H19N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"244","Cluster_0388",246.0614992,0.896209051,"","","","",NA,"","",""
"245","Cluster_0390",249.1530503,4.60559428,"","","","",NA,"","C12H26O3S|C10H24N3O2S|C7H20N7O3|C5H18N10O2|C3H16N13O|C12H28OP2|C18H20N|C14H23N2P|CH14N16|C10H26N3P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"246","Cluster_0391",250.0459295,0.941510483,"","","","",NA,"","",""
"247","Cluster_0392",251.1047387,1.519239712,"","","","",NA,"","C12H16N2O4|C9H20N2O4S|C8H19N3O4P|C10H14N5O3|C6H17N6O3P|C7H18N5O3S|C10H21O5P|C5H16N8O2S|C11H17N4OP|C15H14N3O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"248","Cluster_0393",251.1045801,2.382243218,"","","","",NA,"","C12H16N2O4|C10H14N5O3|C8H19N3O4P|C6H17N6O3P|C7H18N5O3S|C5H16N8O2S|C11H17N4OP|C10H21O5P|C13H12N6|C15H14N3O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"249","Cluster_7005",241.216946,7.026562814,"FA(15:0)","C15H30O2","[M - H]-","MS2",2,"","C15H30O2|C13H28N3O|C11H26N6","[M - H]-|[M - H]-|[M - H]-"
"250","Cluster_0395",251.9898873,0.70621306,"","","","",NA,"","",""
"251","Cluster_0397",252.0744305,4.201754078,"","","","",NA,"","C9H19NO3S2|C9H11N5O4|C9H21NOP2S|C10H7N9|C4H13N8O3S|C8H15NO8|C8H20N3PS2|C7H16N3O5P|C11H13N2O5|C7H17N4O2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"252","Cluster_0398",252.0878125,0.981962676,"","","","",NA,"","C12H15NO5|C6H16N5O4P|C7H16ClN5O3|C10H13N4O4|C8H18N2O5P|C9H18ClN2O4|C7H17N4O4S|C5H15N7O3S|C5H14ClN8O2|C13H11N5O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"253","Cluster_0399",252.087493,1.873835299,"","","","",NA,"","C12H15NO5|C10H13N4O4|C7H16ClN5O3|C8H18N2O5P|C7H17N4O4S|C6H16N5O4P|C8H11N7O3|C9H18ClN2O4|C5H15N7O3S|C13H11N5O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"254","Cluster_0378",243.0809072,2.816444204,"Biotin","C10H16N2O3S","[M-H]-","MS2",1,"RT: 2.796","C10H16N2O3S|C8H14N5O2S|C6H19N3O3PS|C7H20NO4P2|C5H18N5O2S2|C10H18N2OP2|C6H21N3OP3|C4H17N6O2PS|C4H14N5O7|C8H16N5P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"255","Cluster_0401",254.0313142,0.64756712,"","","","",NA,"","C10H9NO7|C8H15O5S2|C9H10N3O4P|C11H13NO2S2|C4H10N5O6P|C6H12N2O7P|C7H9N7S2|C13H7N2O4|C8H7N4O6|C7H16N2O2PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"256","Cluster_0402",255.0895676,2.758787386,"","","","",NA,"","C15H14NO3|C11H17N2O3P|C13H12N4O2|C7H18N3O5S|C5H16N6O4S|C12H16O6|C8H19NO6P|C7H20N3O3P2|C9H15N5O2P|C9H20O6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"257","Cluster_0403",255.1961777,5.228956592,"","","","",NA,"","C15H28O3|C13H26N3O2|C11H24N6O|CH20N16","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"258","Cluster_0406",257.2272436,6.633284304,"","","","",NA,"","C19H30|C15H33NP","[M - H]-|[M - H]-"
"259","Cluster_0407",258.1458651,0.977738757,"","","","",NA,"","C11H21N3O4|C9H19N6O3|C3H20N10O2P|C13H23O5|C2H19N12OS|C12H17N7|C14H27S2|C17H23S|C13H26NPS|H17N15S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"260","Cluster_0409",258.1459641,2.477718847,"","","","",NA,"","",""
"261","Cluster_0410",258.1820381,0.944067381,"","","","",NA,"","",""
"262","Cluster_0412",258.8744893,0.692988303,"","","","",NA,"","",""
"263","Cluster_0413",259.0052825,0.879810805,"","","","",NA,"","",""
"264","Cluster_0415",260.0454894,0.947856363,"","","","",NA,"","",""
"265","Cluster_0416",260.0602697,3.580520646,"","","","",NA,"","C12H12N3O2P|C13H12ClN3O|C11H17ClNO2P|C10H17NO3P2|C6H15NO10|C8H15N4O2P2|C9H15ClN4OP|C5H9N8O5|C6H13N7OP2|C6H20N2O3P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"266","Cluster_0417",260.1047607,2.677319679,"","","","",NA,"","C13H15N3O3|C11H13N6O2|C7H16N7O2P|C11H20NO4P|C9H18N4O3P|C8H17N6O2S|C6H15N9OS|C2H15N9O6|C15H17O4|C11H21N2OS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"267","Cluster_0419",261.1272319,2.476582545,"","","","",NA,"","C11H22N2O3S|C9H20N5O2S|C10H21N3O3P|C11H24N2OP2|C7H18N8OS|C9H22N5P2|C4H14N12O2|C12H23O4P|C19H18O|C2H12N15O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"268","Cluster_0420",261.1296504,2.733687346,"","","","",NA,"","",""
"269","Cluster_0422",263.1404814,2.519627413,"","","","",NA,"","",""
"270","Cluster_0423",263.1405183,2.751242791,"","","","",NA,"","C14H20N2O3|C12H18N5O2|C10H23N3O3P|C8H21N6O2P|C12H25O4P|C13H21N4P|C17H18N3|H12N18","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"271","Cluster_0424",263.9913159,0.728770889,"","","","",NA,"","",""
"272","Cluster_0425",265.1201147,2.479845983,"","","","",NA,"","C13H18N2O4|C10H22N2O4S|C7H19N6O3P|C6H18N8O2S|C11H16N5O3|C9H21N3O4P|C8H20N5O3S|C11H24NO2S2|C12H19N4OP|C8H22N5OP2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"273","Cluster_0426",265.1490089,5.497125225,"","","","",NA,"","C12H26O4S|C12H28O2P2|C15H24NOS|C13H22N4S|C11H27N2OPS|C10H24N3O3S|C5H18N10O3|C14H23N2OP|C18H20NO|C7H20N7O4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"274","Cluster_0427",265.1478946,7.741673655,"","","","",NA,"","C12H26O4S|C7H20N7O4|C10H24N3O3S|C12H28O2P2|C5H18N10O3|C10H26N3OP2|C18H20NO|C14H23N2OP|C3H16N13O2|C16H18N4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"275","Cluster_0428",265.1568312,5.145047567,"","","","",NA,"","C12H27O4P|C10H25N3O3P|C14H22N2O3|C11H26N2O3S|C7H22N8OS|C8H23N6O2P|C13H23N4P|C17H20N3|C12H20N5O2|C9H24N5O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"276","Cluster_0429",265.2366442,5.494649782,"","","","",NA,"","",""
"277","Cluster_0430",266.0052497,0.704624393,"","","","",NA,"","C7H10NO8P|C5H8N4O7P|C7H11N2O5S2|C11H10NO3PS|C7H13N2O3P2S|C6H12N4O2PS2|C10H9N3O2S2|C3H13N2O8P2|C4H7N6O6S|CH11N5O7P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"278","Cluster_0431",266.9675653,0.741076048,"","","","",NA,"","",""
"279","Cluster_0432",266.9889578,0.811551091,"","","","",NA,"","C7H10NO6S2|C7H12NO4P2S|C5H8N4O5S2|C5H10N4O3P2S|C7H9O9P|C6H11N3O3PS2|C10H8N2O3S2|C5H7N3O8P|C9H7N3O3PS|C11H9O4PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"280","Cluster_0433",267.0742415,0.879487275,"","","","",NA,"","",""
"281","Cluster_0436",267.2330887,7.199324625,"","","","",NA,"","C17H32O2|C15H30N3O","[M - H]-|[M - H]-"
"282","Cluster_0438",269.2118459,5.523307631,"","","","",NA,"","C16H30O3|C14H28N3O2|C12H26N6O|C2H22N16","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"283","Cluster_0439",269.2117759,5.819275062,"","","","",NA,"","C16H30O3|C14H28N3O2|C12H26N6O|C2H22N16","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"284","Cluster_0442",271.2277588,5.635594226,"","","","",NA,"","C16H32O3|C14H30N3O2|C12H28N6O","[M - H]-|[M - H]-|[M - H]-"
"285","Cluster_0443",271.2285186,6.363510842,"","","","",NA,"","C16H32O3|C14H30N3O2|C19H30N|C15H33N2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"286","Cluster_0444",271.2283258,6.631735918,"","","","",NA,"","C16H32O3|C14H30N3O2|C15H33N2P|C19H30N","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"287","Cluster_0445",271.228396,6.819201991,"","","","",NA,"","C16H32O3|C14H30N3O2|C19H30N|C15H33N2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"288","Cluster_0447",272.0654467,0.716855103,"","","","",NA,"","",""
"289","Cluster_0448",272.1613059,1.068741187,"","","","",NA,"","C12H23N3O4|C10H21N6O3|C8H19N9O2|C14H25O5|C4H22N10O2P|C13H19N7|C3H21N12OS|C9H22N8P|C14H28NPS|CH19N15S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"290","Cluster_0449",272.1612841,2.484943176,"","","","",NA,"","C12H23N3O4|C10H21N6O3|C8H19N9O2|C4H22N10O2P|C14H25O5|C13H19N7|C3H21N12OS|C9H22N8P|CH19N15S|C14H28NPS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"291","Cluster_0450",272.9599521,0.52932886,"","","","",NA,"","C8H4NO8S|C6H4N4O5P2|C8H6NO6P2|C5H3N6O4PS|C11H2N2O5S|C4H7N2O8PS|C3H8N4O5P2S|C4H9N2O6P3|C3H6N4O7S2|C7H5N3O5PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"292","Cluster_0451",273.0912525,2.849403235,"","","","",NA,"","",""
"293","Cluster_7008",243.1604444,4.468504723,"C13 dicarboxylic acid?","","","",NA,"","C13H24O4|C11H22N3O3|C16H22NO|C14H20N4|C10H23N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"294","Cluster_0455",273.2068827,5.585222262,"","","","",NA,"","",""
"295","Cluster_0457",274.1201656,2.69945354,"","","","",NA,"","",""
"296","Cluster_0458",275.1044505,3.025076533,"","","","",NA,"","",""
