from	to	group_mass	formula_mass	mass_mass	HSIDs	mzincrement	RTincrement	gnps_cosine	gnps_mass	interaction
Cluster_0369	Cluster_0338	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_0370	Cluster_0056	C4H8	C4H8	56.06260026						MassDifference
Cluster_0370	Cluster_0339	CH4	CH4	16.03130013						MassDifference
Cluster_0371	Cluster_0325	C2	C2	24						MassDifference
Cluster_0371	Cluster_0369	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0373	Cluster_0266	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_0373	Cluster_0296	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_0373	Cluster_0297	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_0373	Cluster_0319	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_0373	Cluster_0325	C2H2	C2H2	26.01565006						MassDifference
Cluster_0373	Cluster_0371	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0374	Cluster_0008	C4H8	C4H8	56.06260026						MassDifference
Cluster_0374	Cluster_0296	C3H6	C3H6	42.04695019						MassDifference
Cluster_0374	Cluster_0297	C3H6	C3H6	42.04695019						MassDifference
Cluster_0374	Cluster_0319	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0374	Cluster_0326	C2H2	C2H2	26.01565006						MassDifference
Cluster_0375	Cluster_0277	C4H8	C4H8	56.06260026						MassDifference
Cluster_0376	Cluster_0173	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_0376	Cluster_0343	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0376	Cluster_0344	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0377	Cluster_0348	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0379	Cluster_0279	C4H8	C4H8	56.06260026						MassDifference
Cluster_0379	Cluster_0296	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0379	Cluster_0297	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0379	Cluster_0301	C3H6	C3H6	42.04695019						MassDifference
Cluster_0379	Cluster_0319	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0379	Cluster_0325	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0379	Cluster_0326	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_0379	Cluster_0373	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0380	Cluster_0278	C4H8	C4H8	56.06260026						MassDifference
Cluster_0380	Cluster_0302	C3H6	C3H6	42.04695019						MassDifference
Cluster_0380	Cluster_0303	C3H6	C3H6	42.04695019						MassDifference
Cluster_0380	Cluster_0304	C3H6	C3H6	42.04695019						MassDifference
Cluster_0380	Cluster_0352	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0380	Cluster_0353	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0380	Cluster_0354	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0381	Cluster_0278	C4H8	C4H8	56.06260026						MassDifference
Cluster_0381	Cluster_0302	C3H6	C3H6	42.04695019						MassDifference
Cluster_0381	Cluster_0303	C3H6	C3H6	42.04695019						MassDifference
Cluster_0381	Cluster_0304	C3H6	C3H6	42.04695019						MassDifference
Cluster_0381	Cluster_0352	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0381	Cluster_0353	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0381	Cluster_0354	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0382	Cluster_0278	C4H8	C4H8	56.06260026						MassDifference
Cluster_0382	Cluster_0302	C3H6	C3H6	42.04695019						MassDifference
Cluster_0382	Cluster_0303	C3H6	C3H6	42.04695019						MassDifference
Cluster_0382	Cluster_0304	C3H6	C3H6	42.04695019						MassDifference
Cluster_0382	Cluster_0352	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0382	Cluster_0353	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0382	Cluster_0354	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0383	Cluster_0280	C4H8	C4H8	56.06260026						MassDifference
Cluster_0383	Cluster_0281	C4H8	C4H8	56.06260026						MassDifference
Cluster_0383	Cluster_0326	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0383	Cluster_0374	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0384	Cluster_0356	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0386	Cluster_0287	C4H8	C4H8	56.06260026						MassDifference
Cluster_0386	Cluster_0301	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0386	Cluster_0308	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_0386	Cluster_0319	O2	O2	31.98982924						MassDifference
Cluster_0386	Cluster_0325	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0387	Cluster_0287	C4H8	C4H8	56.06260026						MassDifference
Cluster_0387	Cluster_0301	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0387	Cluster_0308	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_0387	Cluster_0319	O2	O2	31.98982924						MassDifference
Cluster_0387	Cluster_0325	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0388	Cluster_0174	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_0388	Cluster_0348	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0388	Cluster_0360	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0390	Cluster_0280	C5H2	C5H2	62.01565006						MassDifference
Cluster_0390	Cluster_0281	C5H2	C5H2	62.01565006						MassDifference
Cluster_0390	Cluster_0364	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0392	Cluster_0338	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0392	Cluster_0361	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0392	Cluster_0363	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_0393	Cluster_0338	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0393	Cluster_0361	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0393	Cluster_0363	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_0395	Cluster_0368	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0397	Cluster_0365	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_0398	Cluster_0361	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0399	Cluster_0361	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0400	Cluster_0008	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0400	Cluster_0394	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0401	Cluster_0293	C4H8	C4H8	56.06260026						MassDifference
Cluster_0402	Cluster_0057	C3H6	C3H6	42.04695019						MassDifference
Cluster_0402	Cluster_0370	CH4	CH4	16.03130013						MassDifference
Cluster_0403	Cluster_0008	C3H6	C3H6	42.04695019						MassDifference
Cluster_0403	Cluster_0280	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_0403	Cluster_0281	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_0403	Cluster_0296	C4H8	C4H8	56.06260026						MassDifference
Cluster_0403	Cluster_0297	C4H8	C4H8	56.06260026						MassDifference
Cluster_0403	Cluster_0319	C3H6	C3H6	42.04695019						MassDifference
Cluster_0403	Cluster_0374	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0403	Cluster_0383	C	C	12						MassDifference
Cluster_0406	Cluster_0009	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0407	Cluster_0372	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0409	Cluster_0372	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0410	Cluster_0380	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0410	Cluster_0381	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0410	Cluster_0382	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0415	Cluster_0348	O2	O2	31.98982924						MassDifference
Cluster_0415	Cluster_0360	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_0415	Cluster_0376	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0415	Cluster_0384	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_0417	Cluster_0055	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0417	Cluster_0367	C2	C2	24						MassDifference
Cluster_0417	Cluster_0378	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0419	Cluster_0363	C2H2	C2H2	26.01565006						MassDifference
Cluster_0420	Cluster_0363	C2H2	C2H2	26.01565006						MassDifference
Cluster_0422	Cluster_0302	C5H2	C5H2	62.01565006						MassDifference
Cluster_0422	Cluster_0303	C5H2	C5H2	62.01565006						MassDifference
Cluster_0422	Cluster_0304	C5H2	C5H2	62.01565006						MassDifference
Cluster_0422	Cluster_0338	C3H6	C3H6	42.04695019						MassDifference
Cluster_0422	Cluster_0363	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0422	Cluster_0419	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0422	Cluster_0420	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0423	Cluster_0302	C5H2	C5H2	62.01565006						MassDifference
Cluster_0423	Cluster_0303	C5H2	C5H2	62.01565006						MassDifference
Cluster_0423	Cluster_0304	C5H2	C5H2	62.01565006						MassDifference
Cluster_0423	Cluster_0338	C3H6	C3H6	42.04695019						MassDifference
Cluster_0423	Cluster_0363	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0423	Cluster_0419	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0423	Cluster_0420	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0424	Cluster_0395	C	C	12						MassDifference
Cluster_0425	Cluster_0051	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0425	Cluster_0052	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0425	Cluster_0338	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0425	Cluster_0363	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0425	Cluster_0372	C2	C2	24						MassDifference
Cluster_0425	Cluster_0392	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0425	Cluster_0393	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0426	Cluster_0057	O2	O2	31.98982924						MassDifference
Cluster_0426	Cluster_0308	C5H2	C5H2	62.01565006						MassDifference
Cluster_0426	Cluster_0364	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0426	Cluster_0369	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0426	Cluster_0371	C2H2	C2H2	26.01565006						MassDifference
Cluster_0426	Cluster_0373	C2	C2	24						MassDifference
Cluster_0426	Cluster_0390	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_0427	Cluster_0057	O2	O2	31.98982924						MassDifference
Cluster_0427	Cluster_0308	C5H2	C5H2	62.01565006						MassDifference
Cluster_0427	Cluster_0364	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0427	Cluster_0369	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0427	Cluster_0371	C2H2	C2H2	26.01565006						MassDifference
Cluster_0427	Cluster_0373	C2	C2	24						MassDifference
Cluster_0427	Cluster_0390	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_0428	Cluster_0422	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0428	Cluster_0423	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0430	Cluster_0395	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0430	Cluster_0424	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0432	Cluster_0342	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_0432	Cluster_0368	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0433	Cluster_0341	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_0433	Cluster_0391	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0436	Cluster_0008	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0436	Cluster_0394	CH4	CH4	16.03130013						MassDifference
Cluster_0436	Cluster_0400	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0438	Cluster_0008	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0438	Cluster_0319	C4H8	C4H8	56.06260026						MassDifference
Cluster_0438	Cluster_0374	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0438	Cluster_0383	C2H2	C2H2	26.01565006						MassDifference
Cluster_0438	Cluster_0394	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0438	Cluster_0400	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_0438	Cluster_0403	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0439	Cluster_0008	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0439	Cluster_0319	C4H8	C4H8	56.06260026						MassDifference
Cluster_0439	Cluster_0374	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0439	Cluster_0383	C2H2	C2H2	26.01565006						MassDifference
Cluster_0439	Cluster_0394	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0439	Cluster_0400	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_0439	Cluster_0403	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0442	Cluster_0008	C2H2	C2H2	26.01565006						MassDifference
Cluster_0442	Cluster_0326	C4H8	C4H8	56.06260026						MassDifference
Cluster_0442	Cluster_0383	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0442	Cluster_0400	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0442	Cluster_0403	CH4	CH4	16.03130013						MassDifference
Cluster_0442	Cluster_0438	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0442	Cluster_0439	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0443	Cluster_0008	C2H2	C2H2	26.01565006						MassDifference
Cluster_0443	Cluster_0326	C4H8	C4H8	56.06260026						MassDifference
Cluster_0443	Cluster_0383	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0443	Cluster_0400	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0443	Cluster_0403	CH4	CH4	16.03130013						MassDifference
Cluster_0443	Cluster_0438	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0443	Cluster_0439	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0444	Cluster_0008	C2H2	C2H2	26.01565006						MassDifference
Cluster_0444	Cluster_0326	C4H8	C4H8	56.06260026						MassDifference
Cluster_0444	Cluster_0383	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0444	Cluster_0400	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0444	Cluster_0403	CH4	CH4	16.03130013						MassDifference
Cluster_0444	Cluster_0438	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0444	Cluster_0439	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0445	Cluster_0008	C2H2	C2H2	26.01565006						MassDifference
Cluster_0445	Cluster_0326	C4H8	C4H8	56.06260026						MassDifference
Cluster_0445	Cluster_0383	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_0445	Cluster_0400	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0445	Cluster_0403	CH4	CH4	16.03130013						MassDifference
Cluster_0445	Cluster_0438	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0445	Cluster_0439	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0447	Cluster_0416	C	C	12						MassDifference
Cluster_0448	Cluster_0407	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0448	Cluster_0409	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0449	Cluster_0407	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0449	Cluster_0409	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0451	Cluster_0328	C4H8	C4H8	56.06260026						MassDifference
Cluster_0451	Cluster_0358	C3H6	C3H6	42.04695019						MassDifference
Cluster_0451	Cluster_0378	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0454	Cluster_0352	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0454	Cluster_0353	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0454	Cluster_0354	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0454	Cluster_0359	C3H6	C3H6	42.04695019						MassDifference
Cluster_0454	Cluster_0380	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0454	Cluster_0381	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0454	Cluster_0382	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0455	Cluster_0383	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_0455	Cluster_0403	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_0457	Cluster_0055	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0457	Cluster_0417	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0458	Cluster_0392	C2	C2	24						MassDifference
Cluster_0458	Cluster_0393	C2	C2	24						MassDifference
Cluster_0458	Cluster_0451	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0459	Cluster_0049	C	C	12						MassDifference
Cluster_0459	Cluster_0417	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_0460	Cluster_0419	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0460	Cluster_0420	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0460	Cluster_0422	C	C	12						MassDifference
Cluster_0460	Cluster_0423	C	C	12						MassDifference
Cluster_0461	Cluster_0319	C5H2	C5H2	62.01565006						MassDifference
Cluster_0461	Cluster_0359	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_0461	Cluster_0380	O2	O2	31.98982924						MassDifference
Cluster_0461	Cluster_0381	O2	O2	31.98982924						MassDifference
Cluster_0461	Cluster_0382	O2	O2	31.98982924						MassDifference
Cluster_0461	Cluster_0390	C2H2	C2H2	26.01565006						MassDifference
Cluster_0462	Cluster_0319	C5H2	C5H2	62.01565006						MassDifference
Cluster_0462	Cluster_0390	C2H2	C2H2	26.01565006						MassDifference
Cluster_0462	Cluster_0407	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0462	Cluster_0409	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_0463	Cluster_0394	C2	C2	24						MassDifference
Cluster_0463	Cluster_0454	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0464	Cluster_0391	C2H2	C2H2	26.01565006						MassDifference
Cluster_0464	Cluster_0415	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_0468	Cluster_0325	C5H2	C5H2	62.01565006						MassDifference
Cluster_0468	Cluster_0337	C4H8	C4H8	56.06260026						MassDifference
Cluster_0468	Cluster_0364	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_0468	Cluster_0390	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_0468	Cluster_0419	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_0468	Cluster_0420	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_0468	Cluster_0426	C	C	12						MassDifference
Cluster_0468	Cluster_0427	C	C	12						MassDifference
Cluster_0469	Cluster_0338	C4H8	C4H8	56.06260026						MassDifference
Cluster_0469	Cluster_0363	C3H6	C3H6	42.04695019						MassDifference
Cluster_0469	Cluster_0419	CH4	CH4	16.03130013						MassDifference
Cluster_0469	Cluster_0420	CH4	CH4	16.03130013						MassDifference
Cluster_0469	Cluster_0422	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0469	Cluster_0423	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_0469	Cluster_0428	C	C	12						MassDifference
Cluster_0469	Cluster_0460	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_0470	Cluster_0338	C4H8	C4H8	56.06260026						MassDifference
Cluster_0470	Cluster_0363	C3H6	C3H6	42.04695019						MassDifference
Cluster_0470	Cluster_0419	CH4	CH4	16.03130013						MassDifference
Cluster_0470	Cluster_0420	CH4	CH4	16.03130013						MassDifference
