Row,m/z,RT,Annotation/ID,formula,adduct,evidence,MSI Level,Comment
Cluster_3720,654.1948425,3.120266921,,,,,,
Cluster_3722,654.2891286,3.863981061,,,,,,
Cluster_3723,654.2887765,4.673073948,,,,,,
Cluster_3724,654.3012844,5.336541325,,,,,,
Cluster_3725,654.3012643,5.420973878,,,,,,
Cluster_3726,654.2974771,3.56136769,,,,,,
Cluster_3727,654.3251403,4.880734362,,,,,,
Cluster_3728,654.3317751,3.519685342,,,,,,
Cluster_3729,654.3320964,3.931470917,,,,,,
Cluster_3732,654.3862646,3.147996886,,,,,,
Cluster_3733,655.1083349,0.659068538,,,,,,
Cluster_3734,655.1758749,2.364865913,,,,,,
Cluster_3736,655.2054883,0.665838312,,,,,,
Cluster_3738,655.3086282,3.086611914,,,,,,
Cluster_3741,655.4033742,3.555796794,,,,,,
Cluster_3743,655.4393642,3.711752333,,,,,,
Cluster_3745,656.2828941,5.140086347,,,,,,
Cluster_3748,656.3168059,5.628639219,,,,,,
Cluster_3752,657.3011916,2.882839521,,,,,,
Cluster_3755,657.3460363,2.923849115,,,,,,
Cluster_3756,657.380915,3.095890339,,,,,,
Cluster_3757,657.3993344,3.791220587,,,,,,
Cluster_3758,657.4541591,2.953426096,,,,,,
Cluster_3759,658.2444149,5.336012652,,,,,,
Cluster_3760,658.2444529,5.420070333,,,,,,
Cluster_3762,658.2986215,5.221600201,,,,,,
Cluster_3766,658.3550666,3.363530576,,,,,,
Cluster_3768,658.5304882,0.633518418,,,,,,
Cluster_3769,658.7420814,0.695274188,,,,,,
Cluster_3771,659.1963776,3.651925694,,,,,,
Cluster_3773,659.1850637,2.565109436,,,,,,
Cluster_3776,659.2326783,4.253774989,,,,,,
Cluster_3777,659.3251533,2.722741697,,,,,,
Cluster_3778,659.3426153,3.232348069,,,,,,
Cluster_3780,659.4124297,3.814857829,,,,,,
Cluster_3782,659.4336018,3.022079042,,,,,,
Cluster_3783,659.4336018,3.022079042,,,,,,
Cluster_3784,659.5532383,0.630303938,,,,,,
Cluster_3785,660.2600945,5.62825605,,,,,,
Cluster_3787,660.2781563,4.156609439,,,,,,
Cluster_3279,610.2704893,4.825062921,,,,,,
Cluster_3790,660.3505587,5.758658774,,,,,,
Cluster_3791,660.364449,4.955248232,,,,,,
Cluster_3793,661.1795156,2.532965583,,,,,,
Cluster_3795,661.2304881,4.181343744,,,,,,
Cluster_3797,661.2479864,4.17746852,,,,,,
Cluster_3799,661.3823073,6.582360092,,,,,,
Cluster_3800,661.3921585,3.673821036,,,,,,
Cluster_3801,661.5520291,0.631395057,,,,,,
Cluster_3802,661.9604881,0.748700124,,,,,,
Cluster_3803,661.9661281,0.748658068,,,,,,
Cluster_3805,662.100183,0.797034577,,,,,,
Cluster_3806,662.3300989,5.134968101,,,,,,
Cluster_3807,662.3302618,5.251825675,,,,,,
Cluster_3809,662.3534577,3.276492335,,,,,,
Cluster_3811,662.3661285,6.042477089,,,,,,
Cluster_3813,662.3877089,2.928464878,,,,,,
Cluster_3814,662.3837216,3.034644339,,,,,,
Cluster_3815,662.6712169,0.680747935,,,,,,
Cluster_3818,663.2244657,3.699670678,,,,,,
Cluster_3820,663.2673719,4.239053287,,,,,,
Cluster_3823,663.3685407,3.1011458,,,,,,
Cluster_3824,663.3650306,3.269565351,,,,,,
Cluster_3825,663.3726483,3.454430895,,,,,,
Cluster_3826,663.3506239,3.726492091,,,,,,
Cluster_3830,664.3306107,2.882972553,,,,,,
Cluster_3831,664.3818756,6.417419191,,,,,,
Cluster_3832,664.5164149,0.631491821,,,,,,
Cluster_3833,664.5900708,0.643867635,,,,,,
Cluster_3834,664.6339244,0.665294636,,,,,,
Cluster_3835,664.7104881,0.575908609,,,,,,
Cluster_3836,665.1702987,2.709634046,,,,,,
Cluster_3837,665.195922,0.665059227,,,,,,
Cluster_3838,665.2141162,2.796885999,,,,,,
Cluster_3842,665.3308152,3.446319213,,,,,,
Cluster_3844,665.3652049,3.772785862,,,,,,
Cluster_3845,665.5378561,0.629260246,,,,,,
Cluster_3846,665.8973397,0.725592224,,,,,,
Cluster_3847,666.0577789,7.265930329,,,,,,
Cluster_3849,666.261564,3.482381013,,,,,,
Cluster_3850,666.2702759,6.135766734,,,,,,
Cluster_3851,666.285488,4.735129309,,,,,,
Cluster_3855,666.3696156,3.770700301,,,,,,
Cluster_3857,666.600488,0.620690955,,,,,,
Cluster_3859,667.1721601,0.651758828,,,,,,
Cluster_3860,667.1857705,2.14680509,,,,,,
Cluster_3861,667.1856473,2.728896878,,,,,,
Cluster_3862,667.2537337,0.685724972,,,,,,
Cluster_3865,667.3437363,3.621890567,,,,,,
Cluster_3866,667.3806599,3.14844162,,,,,,
Cluster_3867,667.4746902,3.991826095,,,,,,
Cluster_3868,668.2825225,4.876799899,,,,,,
Cluster_3869,668.3287436,3.272959263,,,,,,
Cluster_3871,668.375488,3.296589269,,,,,,
Cluster_3872,668.4343038,3.616536431,,,,,,
Cluster_3874,668.6301364,0.666211026,,,,,,
Cluster_3875,669.1440575,0.641046157,,,,,,
Cluster_3881,669.3871284,3.187914631,,,,,,
Cluster_3882,669.4200594,3.630995742,,,,,,
Cluster_3883,669.4555995,3.812721326,,,,,,
Cluster_3885,669.5372834,0.631774035,,,,,,
Cluster_3890,670.3769015,2.924052827,,,,,,
Cluster_3891,670.4139777,3.42088778,,,,,,
Cluster_3892,670.4404879,3.111194792,,,,,,
Cluster_3895,671.3054592,0.707208802,,,,,,
Cluster_3899,671.414806,3.905549747,,,,,,
Cluster_3900,671.4362214,3.683448052,,,,,,
Cluster_3901,671.5609938,0.630379427,,,,,,
Cluster_3902,672.1611292,0.655501241,,,,,,
Cluster_3908,672.3145783,4.099308381,,,,,,
Cluster_3909,672.3109538,0.700116956,,,,,,
Cluster_3910,672.3454879,2.762786607,,,,,,
Cluster_3911,672.3558721,2.8188729,,,,,,
Cluster_3912,672.5603614,0.631934221,,,,,,
Cluster_3914,673.3272605,4.429584179,,,,,,
Cluster_3916,673.3593508,3.357751451,,,,,,
Cluster_3918,673.4277675,3.926673065,,,,,,
Cluster_3919,673.5845684,0.621460039,,,,,,
Cluster_3920,674.3308101,3.470342349,,,,,,
Cluster_3922,674.3870235,3.551976442,,,,,,
Cluster_3924,674.3870235,3.551976442,,,,,,
Cluster_3925,674.4154878,3.19297191,,,,,,
Cluster_3926,674.5256584,0.633878093,,,,,,
Cluster_3927,675.0876738,2.290008984,,,,,,
Cluster_3929,675.1813052,0.663168916,,,,,,
Cluster_3930,675.1909488,3.138728352,,,,,,
Cluster_3931,675.1908918,3.654238991,,,,,,
Cluster_3933,675.2774816,0.693189011,,,,,,
Cluster_3936,675.372295,3.439833409,,,,,,
Cluster_3938,675.4089485,3.77736345,,,,,,
Cluster_3939,675.4254878,3.019522684,,,,,,
Cluster_3940,675.427851,3.019522684,,,,,,
Cluster_3942,676.4027361,3.060940099,,,,,,
Cluster_3943,676.5214909,0.635682318,,,,,,
Cluster_3944,676.6796724,0.588098469,,,,,,
Cluster_3945,676.6808019,0.679600401,,,,,,
Cluster_3948,677.2427469,3.831216415,,,,,,
Cluster_3949,677.2602453,4.273497042,,,,,,
Cluster_3950,677.2602453,4.273497042,,,,,,
Cluster_3952,677.349853,3.02584203,,,,,,
Cluster_3953,677.3604878,3.294654985,,,,,,
Cluster_3954,677.3674167,3.723928938,,,,,,
Cluster_3955,677.3848239,3.276503597,,,,,,
Cluster_3956,677.3843352,3.422481474,,,,,,
Cluster_3958,677.4353375,3.354351559,,,,,,
Cluster_3959,678.0941929,0.800735662,,,,,,
Cluster_3960,678.2519954,2.949429482,,,,,,
Cluster_3961,678.2856008,4.709670663,,,,,,
Cluster_3962,678.3798333,2.699748787,,,,,,
Cluster_3964,678.5203006,0.635538427,,,,,,
Cluster_3965,678.7245406,0.581866503,,,,,,
Cluster_3966,678.7254558,0.689560194,,,,,,
Cluster_3968,679.2625693,3.463594171,,,,,,
Cluster_3971,679.346763,3.54841088,,,,,,
Cluster_3972,679.3809561,3.915507725,,,,,,
Cluster_3974,679.4109209,3.089856106,,,,,,
Cluster_3975,679.5473186,0.630065463,,,,,,
Cluster_3976,680.2679085,2.982376297,,,,,,
Cluster_3977,680.301346,5.070998158,,,,,,
Cluster_3978,680.2904877,4.982509804,,,,,,
Cluster_3981,680.6080376,0.61059634,,,,,,
Cluster_3984,681.2783355,0.68844474,,,,,,
Cluster_3993,682.344402,3.433507509,,,,,,
Cluster_3995,682.4495423,3.654777551,,,,,,
Cluster_3996,682.4614642,3.256911192,,,,,,
Cluster_3997,682.4614642,3.256911192,,,,,,
Cluster_3998,682.5682139,0.63000812,,,,,,
Cluster_3999,682.6046153,0.614498944,,,,,,
Cluster_4000,683.1654876,0.654787228,,,,,,
Cluster_4001,683.1745658,3.421754622,,,,,,
Cluster_4002,683.1851241,0.664402621,,,,,,
Cluster_4007,683.4734289,3.906190161,,,,,,
Cluster_4008,684.429999,3.550130372,,,,,,
Cluster_4009,684.429999,3.546961161,,,,,,
Cluster_4010,684.5304876,0.631698132,,,,,,
Cluster_4012,685.2312707,2.988438541,,,,,,
Cluster_4013,685.2349378,0.671023786,,,,,,
Cluster_4016,685.3275471,4.353673412,,,,,,
Cluster_4020,685.3498403,2.700221101,,,,,,
Cluster_4021,685.400915,3.156727116,,,,,,
Cluster_4022,685.4225044,2.631731394,,,,,,
Cluster_4023,685.4308749,3.493007887,,,,,,
Cluster_4024,685.4310772,3.898945102,,,,,,
Cluster_4025,685.4854876,3.13840372,,,,,,
Cluster_4026,685.9906911,0.748750299,,,,,,
Cluster_4029,686.3604876,2.776404613,,,,,,
Cluster_4030,686.3662899,5.902372822,,,,,,
Cluster_4031,686.371148,2.850200286,,,,,,
Cluster_4032,686.3878889,3.524313217,,,,,,
Cluster_4033,686.5104876,0.631443412,,,,,,
Cluster_4034,687.2307602,3.982698981,,,,,,
Cluster_4035,687.2478215,0.679406611,,,,,,
Cluster_4036,687.2641672,4.591111012,,,,,,
Cluster_4038,687.5354875,0.629154856,,,,,,
Cluster_4041,688.3570895,0.732369197,,,,,,
Cluster_4043,688.4390279,3.322645707,,,,,,
Cluster_4044,688.5320572,0.630491117,,,,,,
Cluster_4045,688.5655445,0.62980533,,,,,,
Cluster_4046,689.2774469,4.59125862,,,,,,
Cluster_4047,689.2790902,4.715435545,,,,,,
Cluster_4050,689.3565597,3.187921498,,,,,,
Cluster_4051,689.3880176,3.588665484,,,,,,
Cluster_4053,689.4214234,3.728237563,,,,,,
Cluster_4055,689.9934112,0.944173341,,,,,,
Cluster_4056,690.3554875,3.173489836,,,,,,
Cluster_4057,690.3837722,3.41461555,,,,,,
Cluster_4058,690.3966805,6.233092432,,,,,,
Cluster_4059,690.3953028,3.050823953,,,,,,
Cluster_4060,690.4190902,2.8186562,,,,,,
Cluster_4061,690.4986515,0.633622273,,,,,,
Cluster_4063,691.185656,3.654430168,,,,,,
Cluster_4064,691.2478147,0.675534866,,,,,,
Cluster_4066,691.2947754,4.524887181,,,,,,
Cluster_4067,691.337404,3.872017472,,,,,,
Cluster_4068,691.3642355,3.036400618,,,,,,
Cluster_4069,691.4015447,3.563620546,,,,,,
Cluster_4070,692.3403682,4.498350805,,,,,,
Cluster_4071,692.3427456,3.511290179,,,,,,
Cluster_4074,692.3663499,3.033813438,,,,,,
Cluster_4075,692.4129867,6.490264582,,,,,,
Cluster_4076,692.657056,0.67764809,,,,,,
Cluster_4078,693.1597289,0.655227983,,,,,,
Cluster_4079,693.1704874,3.053290864,,,,,,
Cluster_4080,693.2023248,3.052808802,,,,,,
Cluster_4081,693.2604874,4.060684375,,,,,,
Cluster_4083,693.3259234,3.368232358,,,,,,
Cluster_4084,693.3465211,2.915362122,,,,,,
Cluster_4085,693.3643338,3.673148178,,,,,,
Cluster_4086,693.36674,3.309354241,,,,,,
Cluster_4087,693.3961493,3.938973418,,,,,,
Cluster_4089,694.1804874,3.05301874,,,,,,
Cluster_4091,694.3553446,3.565389615,,,,,,
Cluster_4094,694.4914626,0.634029459,,,,,,
Cluster_4095,695.1704874,0.661063189,,,,,,
Cluster_4096,695.1904874,3.05771928,,,,,,
Cluster_4097,695.2879693,3.527740328,,,,,,
Cluster_4098,695.3397497,6.447511254,,,,,,
Cluster_4100,695.3758876,3.749773276,,,,,,
Cluster_4101,695.3856528,3.092480654,,,,,,
Cluster_4102,695.3966415,3.893797126,,,,,,
Cluster_4103,695.4004874,3.152009821,,,,,,
Cluster_4104,695.5775094,0.620694543,,,,,,
Cluster_4105,696.1704874,0.66462059,,,,,,
Cluster_4106,696.4652688,3.765394069,,,,,,
Cluster_4107,696.5017463,3.479695944,,,,,,
Cluster_4108,696.5355567,0.631307117,,,,,,
Cluster_4110,697.1954873,0.667623834,,,,,,
Cluster_4115,697.3554999,3.370885107,,,,,,
Cluster_4117,697.3795058,2.944032526,,,,,,
Cluster_4119,697.4211746,3.37245232,,,,,,
Cluster_4120,697.4961959,2.755800096,,,,,,
Cluster_4126,698.4447594,3.594091281,,,,,,
Cluster_4127,698.4449667,3.614633631,,,,,,
Cluster_4128,698.4539883,3.145663554,,,,,,
Cluster_4129,698.4463766,3.682319494,,,,,,
Cluster_4130,698.5154873,0.632085402,,,,,,
Cluster_4131,699.1145342,0.748250072,,,,,,
Cluster_4135,699.2379754,0.67370441,,,,,,
Cluster_4136,699.2766496,0.6874803,,,,,,
Cluster_4137,699.4004873,3.203044827,,,,,,
Cluster_4138,699.4390896,3.003971602,,,,,,
Cluster_4139,699.4459542,4.027927003,,,,,,
Cluster_4141,699.9123098,0.76627012,,,,,,
Cluster_4144,700.3536018,2.714854281,,,,,,
Cluster_4145,700.3869751,3.008578485,,,,,,
Cluster_4147,700.4044603,3.559623785,,,,,,
Cluster_4148,700.5469221,0.629771857,,,,,,
Cluster_4149,700.6294721,0.596866938,,,,,,
Cluster_4150,701.1453982,0.654581887,,,,,,
Cluster_4151,701.1976794,0.669394792,,,,,,
Cluster_4152,701.2147478,0.632203062,,,,,,
Cluster_4153,701.2467948,4.084022848,,,,,,
Cluster_4156,701.2468834,4.355558099,,,,,,
Cluster_4159,701.4590269,4.066108471,,,,,,
Cluster_4160,701.5154872,0.631124274,,,,,,
Cluster_4161,702.2354872,4.084992832,,,,,,
Cluster_4162,702.3852647,3.37522881,,,,,,
Cluster_4163,702.4182342,3.719829173,,,,,,
Cluster_4164,702.4187454,3.777730506,,,,,,
Cluster_4165,702.4296893,3.230473489,,,,,,
Cluster_4167,702.4549606,3.416795363,,,,,,
Cluster_4168,702.5448188,0.630568046,,,,,,
Cluster_4169,702.5904872,0.631452976,,,,,,
Cluster_4170,703.1602368,0.66228238,,,,,,
Cluster_4171,703.2254858,0.621477592,,,,,,
Cluster_4173,703.439662,3.862908298,,,,,,
Cluster_4174,703.5804872,0.616622766,,,,,,
Cluster_4175,704.2889867,4.673125781,,,,,,
Cluster_4177,704.3748296,3.770034805,,,,,,
Cluster_4179,704.3973938,3.485457438,,,,,,
Cluster_4180,704.4000472,3.574550893,,,,,,
Cluster_4182,704.4335376,3.219647313,,,,,,
Cluster_4183,704.5423628,0.630989698,,,,,,
Cluster_4191,705.3704872,3.196460817,,,,,,
Cluster_4193,705.4521901,3.094183961,,,,,,
Cluster_4195,706.2604871,4.027525971,,,,,,
Cluster_4196,706.3399661,2.900825257,,,,,,
Cluster_4198,706.3923755,6.594224749,,,,,,
Cluster_4200,706.4283617,6.706669512,,,,,,
Cluster_4201,706.4586661,2.786176176,,,,,,
Cluster_4204,707.2105436,0.636913945,,,,,,
Cluster_4207,707.3439834,3.489015327,,,,,,
Cluster_4208,707.3614581,3.026026299,,,,,,
Cluster_4209,707.411925,4.03642423,,,,,,
Cluster_4211,707.5028561,0.630749539,,,,,,
Cluster_4212,707.6231676,0.597849368,,,,,,
Cluster_4213,707.7060595,0.578830333,,,,,,
Cluster_4216,709.1195213,0.788251768,,,,,,
Cluster_4217,709.1960634,3.168173192,,,,,,
Cluster_4218,709.218404,0.625892929,,,,,,
Cluster_4220,709.2704871,3.611597807,,,,,,
Cluster_4221,709.2781002,0.693291584,,,,,,
Cluster_4225,709.3654871,3.683872326,,,,,,
Cluster_4226,709.3621222,3.289296242,,,,,,
Cluster_4227,709.3874092,3.640360009,,,,,,
Cluster_4228,709.4087829,3.286708504,,,,,,
Cluster_4229,709.5286046,0.629446055,,,,,,
Cluster_4230,709.6431869,0.592655598,,,,,,
Cluster_4234,710.5256142,0.630664968,,,,,,
Cluster_4235,710.6900816,0.692918508,,,,,,
Cluster_4236,711.115487,0.703237202,,,,,,
Cluster_4240,711.3709085,3.490581457,,,,,,
Cluster_4242,711.470487,3.179162202,,,,,,
Cluster_4243,711.5120238,2.899818566,,,,,,
Cluster_4244,711.8835521,0.731479257,,,,,,
Cluster_4245,712.2393563,4.97747551,,,,,,
Cluster_4248,712.3811445,5.655754422,,,,,,
Cluster_4250,712.4605229,3.705518457,,,,,,
Cluster_4251,712.485487,0.631236266,,,,,,
Cluster_4252,712.4652167,3.24399473,,,,,,
Cluster_4254,713.1564303,0.660013252,,,,,,
Cluster_4258,713.3900492,2.966502167,,,,,,
Cluster_4259,714.3904869,3.014419436,,,,,,
Cluster_4262,714.4864843,0.631219465,,,,,,
Cluster_4263,714.5595173,0.621351258,,,,,,
Cluster_4264,715.172515,0.658963966,,,,,,
Cluster_4266,715.2104369,0.61909328,,,,,,
Cluster_4267,715.2261205,3.46450793,,,,,,
Cluster_4270,715.3405512,3.710617061,,,,,,
Cluster_4271,715.3754171,3.308450503,,,,,,
Cluster_4272,715.4102011,3.079104881,,,,,,
Cluster_4275,716.2717239,5.337324699,,,,,,
Cluster_4276,716.2713104,5.420075086,,,,,,
Cluster_4277,716.5187822,0.630116807,,,,,,
Cluster_4278,716.5898932,0.60702605,,,,,,
Cluster_4279,717.2418131,3.439465631,,,,,,
Cluster_4280,717.2419094,3.539341973,,,,,,
Cluster_4282,717.4292206,3.144285369,,,,,,
Cluster_4283,718.4504869,3.32711082,,,,,,
Cluster_4285,718.4404869,3.251527311,,,,,,
Cluster_4286,718.4204869,3.641630804,,,,,,
Cluster_4287,718.4499547,3.32711082,,,,,,
Cluster_4288,718.5158669,0.630920789,,,,,,
Cluster_4289,718.5848489,0.608663631,,,,,,
Cluster_4290,718.9550459,0.7414158,,,,,,
Cluster_4291,719.2154868,0.669394792,,,,,,
Cluster_4292,719.2567737,3.543413469,,,,,,
Cluster_4296,720.2417136,3.883481576,,,,,,
Cluster_4297,720.3224481,3.098889413,,,,,,
Cluster_4300,720.3717283,3.614288166,,,,,,
Cluster_4301,720.4410187,3.207357216,,,,,,
Cluster_4303,720.476371,2.929840861,,,,,,
Cluster_4304,720.5254868,0.631016839,,,,,,
Cluster_4306,721.2041148,0.620118251,,,,,,
Cluster_4307,721.2534408,0.680540017,,,,,,
Cluster_4308,721.3758148,3.029835977,,,,,,
Cluster_4309,721.3759943,3.12315738,,,,,,
Cluster_4310,721.3944483,3.80075417,,,,,,
Cluster_4312,721.4467694,3.214151996,,,,,,
Cluster_4313,722.3860893,3.673600553,,,,,,
Cluster_4315,722.4219053,3.435907292,,,,,,
Cluster_4316,722.5537626,0.622255279,,,,,,
Cluster_4317,722.6980711,0.696919367,,,,,,
Cluster_4319,723.1554868,0.653254973,,,,,,
Cluster_4320,723.2161145,0.619550136,,,,,,
Cluster_4321,723.2484376,3.438913575,,,,,,
Cluster_4322,723.308208,0.695467708,,,,,,
Cluster_4324,723.3739685,0.718251904,,,,,,
Cluster_4325,723.4048592,3.750201225,,,,,,
Cluster_4327,724.3954867,3.684654335,,,,,,
Cluster_4328,724.5104867,0.630344235,,,,,,
Cluster_4329,724.4960117,3.912353759,,,,,,
Cluster_4330,724.5654867,0.617336952,,,,,,
Cluster_4331,724.6703878,0.690600176,,,,,,
Cluster_4332,724.7082592,0.694671889,,,,,,
Cluster_4333,725.1421757,0.653461355,,,,,,
Cluster_4336,725.3865631,3.546808425,,,,,,
Cluster_4338,725.4205191,3.243149915,,,,,,
Cluster_4339,725.4913853,3.27034892,,,,,,
Cluster_4340,726.210924,2.295289201,,,,,,
Cluster_4343,726.3970702,5.979493247,,,,,,
Cluster_4344,726.4409732,3.561444399,,,,,,
Cluster_4345,726.4532762,3.100080136,,,,,,
Cluster_4346,726.4762732,3.745486283,,,,,,
Cluster_4347,726.5204867,0.628769285,,,,,,
Cluster_4349,726.5872154,0.605542262,,,,,,
Cluster_4350,727.196341,0.624740972,,,,,,
Cluster_4351,727.2470328,2.850878768,,,,,,
Cluster_4353,727.3969812,2.974116571,,,,,,
Cluster_4354,727.4363709,3.360220049,,,,,,
Cluster_4355,727.4697883,3.116799045,,,,,,
Cluster_4357,728.3010986,4.95073029,,,,,,
Cluster_4359,728.4202872,3.183486939,,,,,,
Cluster_4360,728.4215916,3.372807081,,,,,,
Cluster_4361,728.4348273,3.790920117,,,,,,
Cluster_4362,728.4560578,3.567631416,,,,,,
Cluster_4363,728.4954866,0.63116499,,,,,,
Cluster_4364,728.5199189,0.628950817,,,,,,
Cluster_4365,729.1242555,0.638592762,,,,,,
Cluster_4366,729.2115195,0.617429021,,,,,,
Cluster_4369,729.519879,0.630423439,,,,,,
Cluster_4370,730.4156848,3.594787304,,,,,,
Cluster_4371,730.4489224,3.851152279,,,,,,
Cluster_4372,730.4754866,3.560842708,,,,,,
Cluster_4373,730.5220514,0.628958603,,,,,,
Cluster_4374,730.537141,0.625132698,,,,,,
Cluster_4375,730.6300103,0.67805952,,,,,,
Cluster_4376,731.1015346,0.805551963,,,,,,
Cluster_4378,731.4436734,3.181535985,,,,,,
Cluster_4380,731.6717388,0.68696361,,,,,,
Cluster_4382,732.430084,3.687575303,,,,,,
Cluster_4383,732.430084,3.682319494,,,,,,
Cluster_4385,732.4854865,0.631313974,,,,,,
Cluster_4386,733.186446,0.628518467,,,,,,
Cluster_4388,733.4081469,3.341878869,,,,,,
Cluster_4389,733.4101652,3.266954889,,,,,,
Cluster_4390,733.4362665,3.750807887,,,,,,
Cluster_4392,733.4852258,3.247236844,,,,,,
Cluster_4393,733.7271652,0.699529577,,,,,,
Cluster_4395,734.3865373,3.735141216,,,,,,
Cluster_4396,734.4076984,3.229315426,,,,,,
Cluster_4397,734.4832094,0.631645326,,,,,,
Cluster_4398,735.252457,3.240096928,,,,,,
Cluster_4400,735.2520858,3.985619917,,,,,,
Cluster_4401,735.2931564,3.976061959,,,,,,
Cluster_4404,736.2391245,4.968835765,,,,,,
Cluster_4405,736.299941,2.887240032,,,,,,
Cluster_4406,736.401321,3.810475172,,,,,,
Cluster_4407,736.4377888,3.530648821,,,,,,
Cluster_4408,736.4826195,0.63316495,,,,,,
Cluster_4409,737.1814484,0.634372837,,,,,,
Cluster_4410,737.2739599,0.69243295,,,,,,
Cluster_4412,737.346825,0.7323871,,,,,,
Cluster_4413,737.4004864,3.818467113,,,,,,
Cluster_4416,738.3811481,3.440358244,,,,,,
Cluster_4417,738.4854864,0.632739143,,,,,,
Cluster_4418,738.5115872,4.021406436,,,,,,
Cluster_4419,739.1258579,0.639231111,,,,,,
Cluster_4420,739.1778116,0.627962835,,,,,,
Cluster_4423,739.4697614,3.625663766,,,,,,
Cluster_4424,739.5061964,3.301560417,,,,,,
Cluster_4425,739.5058864,3.292870605,,,,,,
Cluster_4426,739.5186707,2.923500717,,,,,,
Cluster_4429,740.4562149,3.68501097,,,,,,
Cluster_4430,740.4922723,3.853342498,,,,,,
Cluster_4431,740.5638684,0.616212879,,,,,,
Cluster_4432,741.1554864,0.63080278,,,,,,
Cluster_4433,741.1954308,0.624267758,,,,,,
Cluster_4434,741.2546094,0.685432573,,,,,,
Cluster_4437,741.3954863,3.184804198,,,,,,
Cluster_4439,741.4159182,3.090667709,,,,,,
Cluster_4440,741.4128403,3.177444055,,,,,,
Cluster_4441,741.4509965,3.479693925,,,,,,
Cluster_4443,742.4279609,5.846436043,,,,,,
Cluster_4446,742.4854863,0.6312578,,,,,,
Cluster_4447,742.4739687,3.690043862,,,,,,
Cluster_4448,742.4930046,3.137409296,,,,,,
Cluster_4449,742.5424487,0.62411312,,,,,,
Cluster_4450,742.6078871,0.670040958,,,,,,
Cluster_4454,743.3537083,0.733226946,,,,,,
Cluster_4455,743.3918703,2.866173393,,,,,,
Cluster_4456,743.4080694,3.484497485,,,,,,
Cluster_4457,743.4004863,2.9801993,,,,,,
Cluster_4458,743.4254863,3.179162202,,,,,,
Cluster_4459,743.4661819,2.996270404,,,,,,
Cluster_4460,744.4929804,0.630443662,,,,,,
Cluster_4461,744.4649535,3.979042667,,,,,,
Cluster_4462,744.4850425,3.022366594,,,,,,
Cluster_4463,744.5321792,0.630433869,,,,,,
Cluster_4464,745.29922,0.701550691,,,,,,
Cluster_4465,745.3448292,0.724846714,,,,,,
Cluster_4467,745.4598401,3.274475427,,,,,,
Cluster_4468,745.904216,0.779363548,,,,,,
Cluster_4469,746.3511302,0.723900319,,,,,,
Cluster_4470,746.4098501,3.479371895,,,,,,
Cluster_4471,746.446145,3.78044212,,,,,,
Cluster_4472,746.4575134,3.277785096,,,,,,
Cluster_4473,746.4904862,0.630709227,,,,,,
Cluster_4474,746.5751902,0.608234859,,,,,,
Cluster_4475,746.6497417,0.684815482,,,,,,
Cluster_4476,747.1818988,0.628798099,,,,,,
Cluster_4480,748.4020235,3.761938086,,,,,,
Cluster_4481,748.4213158,5.529063381,,,,,,
Cluster_4482,748.4252766,2.819413785,,,,,,
Cluster_4484,748.5189534,0.627370792,,,,,,
Cluster_4485,748.5707618,0.609745913,,,,,,
Cluster_4486,749.1948825,2.518081745,,,,,,
Cluster_4487,749.194483,1.004886116,,,,,,
Cluster_4488,749.2059235,0.617475558,,,,,,
Cluster_4490,749.2485414,0.682425208,,,,,,
Cluster_4492,749.329048,0.710787308,,,,,,
Cluster_4495,749.4774666,3.191603037,,,,,,
Cluster_4497,750.3807594,3.554362563,,,,,,
Cluster_4499,750.4155556,3.81404652,,,,,,
Cluster_4501,751.2677093,2.760456558,,,,,,
Cluster_4502,751.273715,0.692115831,,,,,,
Cluster_4503,751.3157718,4.046177226,,,,,,
Cluster_4511,752.4517106,0.632564905,,,,,,
Cluster_4512,752.5097623,0.62904815,,,,,,
Cluster_4513,753.0832273,0.702106742,,,,,,
Cluster_4514,753.1760223,0.625788201,,,,,,
Cluster_4517,753.3361597,0.706606064,,,,,,
Cluster_4519,753.4527374,3.308801037,,,,,,
Cluster_4520,753.4855951,3.68836665,,,,,,
Cluster_4521,753.5224973,3.404896534,,,,,,
Cluster_4522,753.5227736,3.438156696,,,,,,
Cluster_4523,754.4654861,0.631055651,,,,,,
Cluster_4524,754.4434643,3.311576733,,,,,,
Cluster_4525,754.4963235,0.6308649,,,,,,
Cluster_4526,754.6553618,0.585914767,,,,,,
Cluster_4527,754.6557082,0.685181395,,,,,,
Cluster_4528,754.9968071,0.744147803,,,,,,
Cluster_4529,755.160486,0.629571588,,,,,,
Cluster_4530,755.2784937,3.041039861,,,,,,
Cluster_4532,755.4297188,3.130109104,,,,,,
Cluster_4533,755.4662154,3.493007887,,,,,,
Cluster_4534,755.466314,3.511716095,,,,,,
Cluster_4535,756.415486,3.113745473,,,,,,
Cluster_4536,756.4169839,3.113745473,,,,,,
Cluster_4537,756.4523363,3.564340098,,,,,,
Cluster_4538,756.475486,0.630718596,,,,,,
Cluster_4542,756.5063974,3.258545255,,,,,,
Cluster_4543,756.515486,3.204336678,,,,,,
Cluster_4544,756.5370733,0.621492725,,,,,,
Cluster_4546,757.1255042,1.354496967,,,,,,
Cluster_4547,757.1250453,2.414478085,,,,,,
Cluster_4548,757.1616362,0.630157255,,,,,,
Cluster_4549,757.2945164,4.020323587,,,,,,
Cluster_4551,757.3208594,0.709004837,,,,,,
