"","Row","m.z","RT","Annotation","formula","adduct","evidence","SIRIUS_molecularFormula","SIRIUS_adduct"
"4850","Cluster_4850",693.205835,8.056855006,"","",NA,NA,"C25H40N6O13P2|C23H45N4O14P3|C27H35N8O12P|C26H39N4O16P|C32H35N6O10P|C24H41N8O10P3|C19H41N10O12P3|C26H36N10O9P2|C27H43N4O11PS2|C23H31N14O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4851","Cluster_4851",693.3444821,12.48887942,"","",NA,NA,"C32H50N6O11|C28H46N12O9|C33H46N10O7|C29H57N6O7P3|C28H54N8O8S2|C26H51N10O10P|C31H50N8O8S|C34H52N3O12|C29H55N6O9PS|C30H48N9O10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4852","Cluster_4852",693.3444619,12.55425367,"","",NA,NA,"C32H50N6O11|C26H51N10O10P|C33H46N10O7|C30H55N4O12P|C29H52N5O14|C34H52N3O12|C25H52N12O7P2|C27H47N14O6P|C35H48N7O8|C29H57N6O7P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4853","Cluster_4853",693.3456153,12.62490276,"","",NA,NA,"C31H54N2O15|C43H50O8|C26H51N10O10P|C27H47N14O6P|C25H52N12O7P2|C23H43N20O4P|C32H50N6O11|C36H54O13|C29H57N6O7P3|C29H42N16O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4854","Cluster_4854",694.3237645,13.18502117,"","",NA,NA,"",""
"4855","Cluster_4855",694.2856557,11.85006714,"","",NA,NA,"C23H52N7O11P3|C21H45N9O17|C22H41N13O13|C37H45NO12|C18H37N19O11|C29H51N3O12P2|C34H37N11O6|C19H33N23O7|C32H50N5O6PS2|C30H50NO15P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4856","Cluster_4856",694.2844736,11.96529765,"","",NA,NA,"C25H47N9O10P2|C31H46N5O11P|C22H41N13O13|C27H50N7O8PS2|C23H50N7O13PS|C21H45N9O17|C30H50NO15P|C37H45NO12|C23H52N7O11P3|C24H46N11O9PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4857","Cluster_4857",695.265767,5.054489422,"","",NA,NA,"",""
"4858","Cluster_4858",695.2661157,5.204263366,"","",NA,NA,"C27H44N4O17|C32H44N2O15|C26H45N6O14P|C29H36N12O9|C25H49N2O18P|C24H50N4O15P2|C21H42N14O9P2|C27H41N10O10P|C25H32N18O7|C23H37N16O8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4859","Cluster_4859",695.2660452,5.442658746,"","",NA,NA,"C27H44N4O17|C32H44N2O15|C29H36N12O9|C26H45N6O14P|C27H41N10O10P|C25H49N2O18P|C33H40N6O11|C25H32N18O7|C29H51N2O11P3|C24H36N14O11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4860","Cluster_4860",695.2816966,11.00428749,"","",NA,NA,"",""
"4861","Cluster_4861",695.2923585,9.407723788,"","",NA,NA,"C27H50N6O11P2|C23H46N12O9P2|C25H41N14O8P|C25H55N4O12P3|C19H41N18O9P|C22H50N8O13P2|C21H51N10O10P3|C26H51N8O8P3|C22H47N14O6P3|C28H46N10O7P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4862","Cluster_4862",696.6179059,23.07123449,"","",NA,NA,"",""
"4863","Cluster_4863",696.6181639,23.1694358,"","",NA,NA,"",""
"4864","Cluster_4864",696.6182502,23.21494367,"","",NA,NA,"",""
"4865","Cluster_4865",696.6159503,24.73815404,"","",NA,NA,"",""
"4866","Cluster_4866",697.3036921,12.55431522,"","",NA,NA,"",""
"4867","Cluster_4867",697.3036921,12.55431522,"","",NA,NA,"",""
"4868","Cluster_4868",697.3382031,6.808439553,"","",NA,NA,"",""
"4869","Cluster_4869",697.4675299,16.54695473,"","",NA,NA,"",""
"4870","Cluster_4870",697.4740125,23.8516132,"","",NA,NA,"",""
"4871","Cluster_4871",698.227589,12.76044493,"","",NA,NA,"",""
"4872","Cluster_4872",698.3300328,12.29535175,"","",NA,NA,"C24H51N11O9P2|C26H60N3O12P3|C28H55N5O11P2|C22H56N9O10P3|C20H46N17O9P|C36H49N3O11|C22H41N19O8|C23H52N13O6P3|C16H42N23O7P|C21H45N15O12","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4873","Cluster_4873",700.2739111,12.41398676,"","",NA,NA,"C23H43N9O16|C25H50N7O10P3|C32H48NO14P|C27H45N9O9P2|C18H40N17O11P|C21H31N23O6|C29H47N6O10P2|C17H44N13O15P|C28H51N2O14P2|C19H36N21O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4874","Cluster_4874",700.2722215,12.92682479,"","",NA,NA,"C32H48NO14P|C26H49N5O13P2|C17H44N13O15P|C31H50N4O8PS2|C35H39N7O9|C23H43N9O16|C13H40N19O13P|C27H53N5O8P2S2|C33H52NO9PS2|C20H35N19O10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4875","Cluster_4875",700.2878293,13.216314,"","",NA,NA,"C21H44N13O12P|C25H49N7O12P2|C30H35N15O6|C27H44N9O11P|C23H54N5O13P3|C17H40N19O10P|C24H50N9O9P3|C30H49N5O10P2|C35H35N13O4|C32H44N7O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4876","Cluster_4876",700.2723343,12.955784,"","",NA,NA,"",""
"4877","Cluster_4877",700.2879085,13.2258414,"","",NA,NA,"",""
"4878","Cluster_4878",700.2897173,5.108525797,"","",NA,NA,"C26H47N5O17|C22H43N11O15|C27H43N9O13|C38H43N3O10|C25H48N7O14P|C24H35N19O7|C27H51N5O12S2|C24H47N9O13S|C23H39N15O11|C21H44N13O12P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4879","Cluster_4879",700.6024597,20.81990217,"","",NA,NA,"",""
"4880","Cluster_4880",701.2779652,12.458346,"","",NA,NA,"",""
"4881","Cluster_4881",701.3263786,9.727000604,"","",NA,NA,"C31H51ClN6O10|C27H47ClN12O8|C26H51ClN8O12|C33H53ClN3O11|C32H47ClN10O6|C35H51ClN6O5S|C28H53ClN5O13|C25H51N8O13P|C32H46N8O10|C27H55ClN8O7S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4882","Cluster_4882",701.5320446,21.37292707,"","",NA,NA,"",""
"4883","Cluster_4883",702.2897845,12.65671274,"","",NA,NA,"C23H45N9O16|C24H41N13O12|C32H50NO14P|C25H47N6O17|C35H41N7O9|C20H37N19O10|C27H47N9O9P2|C25H52N7O10P3|C21H43N12O15|C31H51N3O11P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4884","Cluster_4884",702.2899873,13.10567307,"","",NA,NA,"C23H45N9O16|C24H41N13O12|C20H37N19O10|C33H46N5O10P|C25H52N7O10P3|C18H42N17O11P|C39H45NO11|C25H50N7O12PS|C32H50NO14P|C35H41N7O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4885","Cluster_4885",702.3844031,6.513654585,"","",NA,NA,"",""
"4886","Cluster_4886",702.5083039,19.44726404,"","",NA,NA,"",""
"4887","Cluster_4887",702.5063887,19.4789977,"","",NA,NA,"",""
"4888","Cluster_4888",702.5057498,19.49864932,"","",NA,NA,"",""
"4889","Cluster_4889",702.5079893,19.53941218,"","",NA,NA,"",""
"4890","Cluster_4890",702.5082198,19.6618191,"","",NA,NA,"",""
"4891","Cluster_4891",702.508401,19.74290341,"","",NA,NA,"",""
"4892","Cluster_4892",702.5080725,19.80183854,"","",NA,NA,"",""
"4893","Cluster_4893",702.5081242,19.88138768,"","",NA,NA,"",""
"4894","Cluster_4894",702.5103889,19.90425819,"","",NA,NA,"",""
"4895","Cluster_4895",702.5095361,19.9385675,"","",NA,NA,"",""
"4896","Cluster_4896",702.509544,20.01491327,"","",NA,NA,"",""
"4897","Cluster_4897",702.508446,20.05595712,"","",NA,NA,"",""
"4898","Cluster_4898",702.5096542,18.44794238,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4899","Cluster_4899",702.5097199,18.50417767,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4900","Cluster_4900",702.5100318,18.55118079,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4901","Cluster_4901",702.5079107,18.63106415,"","",NA,NA,"",""
"4902","Cluster_4902",702.5098048,18.65297362,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4903","Cluster_4903",702.5085089,18.78659107,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4904","Cluster_4904",702.5081159,18.89751792,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4905","Cluster_4905",702.512124,19.02508634,"","",NA,NA,"",""
"4906","Cluster_4906",702.5101272,19.10176014,"","",NA,NA,"",""
"4907","Cluster_4907",702.5083478,19.12257154,"","",NA,NA,"",""
"4908","Cluster_4908",702.5082392,19.16270652,"","",NA,NA,"",""
"4909","Cluster_4909",702.5099881,19.25138887,"","",NA,NA,"",""
"4910","Cluster_4910",702.5079222,19.29732892,"","",NA,NA,"",""
"4911","Cluster_4911",702.5102988,19.32785152,"","",NA,NA,"",""
"4912","Cluster_4912",702.5064209,19.34638867,"","",NA,NA,"",""
"4913","Cluster_4913",702.5064827,20.18397071,"","",NA,NA,"",""
"4914","Cluster_4914",702.5085134,20.26868758,"","",NA,NA,"",""
"4915","Cluster_4915",702.509808,20.28981508,"","",NA,NA,"",""
"4916","Cluster_4916",702.5083829,20.44235342,"","",NA,NA,"",""
"4917","Cluster_4917",702.5099739,15.20755513,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4918","Cluster_4918",702.511823,15.30789713,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4919","Cluster_4919",702.5125074,15.36529715,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4920","Cluster_4920",702.5096755,15.39006218,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4921","Cluster_4921",702.5116435,15.43883263,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4922","Cluster_4922",702.5083115,15.46653414,"","",NA,NA,"",""
"4923","Cluster_4923",702.5117852,15.59319806,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4924","Cluster_4924",702.510081,15.65167735,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4925","Cluster_4925",702.5118039,16.57716456,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4926","Cluster_4926",702.5120558,16.59122095,"","",NA,NA,"",""
"4927","Cluster_4927",702.5136525,16.64407717,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4928","Cluster_4928",702.5118323,16.66630868,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4929","Cluster_4929",702.512135,16.7157079,"","",NA,NA,"",""
"4930","Cluster_4930",702.5124469,16.7897959,"","",NA,NA,"",""
"4931","Cluster_4931",702.512423,16.92975151,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4932","Cluster_4932",702.5101802,17.62928479,"","",NA,NA,"",""
"4933","Cluster_4933",702.5100635,17.80404328,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4934","Cluster_4934",702.5140274,17.92692393,"","",NA,NA,"",""
"4935","Cluster_4935",702.5125178,14.68105635,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4936","Cluster_4936",702.5100955,14.73074655,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4937","Cluster_4937",702.5116096,14.92241504,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4938","Cluster_4938",702.5099709,15.00733383,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4939","Cluster_4939",702.5120665,16.98319189,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4940","Cluster_4940",702.5099276,17.06889723,"","",NA,NA,"",""
"4941","Cluster_4941",702.5124485,17.15556721,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4942","Cluster_4942",702.5075549,16.197158,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4943","Cluster_4943",702.5121502,16.266553,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4944","Cluster_4944",702.5115301,16.29145022,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4945","Cluster_4945",702.5101096,15.73745183,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4946","Cluster_4946",702.5100079,15.93375856,"","",NA,NA,"C38H74NO8P","[M - H]-"
"4947","Cluster_4947",702.5103667,13.19841338,"","",NA,NA,"",""
"4948","Cluster_4948",702.5121834,16.01643205,"","",NA,NA,"",""
"4949","Cluster_4949",702.5402274,23.97559742,"","",NA,NA,"C38H65N13|C37H69N9O4|C41H73N3O6|C36H73N5O8|C42H69N7O2|C33H65N15O2|C31H69N13O5|C35H74N7O5P|C35H67N12O3|C31H70N13O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4950","Cluster_4950",703.3657128,11.06943114,"","",NA,NA,"C30H48N12O8|C34H52N6O10|C29H52N8O12|C35H48N10O6|C30H56N8O7S2|C28H53N10O9P|C31H44N16O4|C26H44N18O6|C41H48N6O5|C25H48N14O10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4951","Cluster_4951",704.3058562,13.35453189,"","",NA,NA,"C24H43N13O12|C23H47N9O16|C31H53N3O11P2|C25H49N6O17|C39H47NO11|C25H54N7O10P3|C27H49N9O9P2|C21H35N23O6|C20H39N19O10|C36H39N11O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4952","Cluster_4952",705.3655265,10.16549986,"","",NA,NA,"",""
"4953","Cluster_4953",706.3217229,13.88998033,"","",NA,NA,"C23H49N9O16|C39H49NO11|C24H45N13O12|C31H53N3O13S|C31H55N3O11P2|C27H51N9O9P2|C33H50N5O10P|C25H56N7O10P3|C36H41N11O5|C20H41N19O10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4954","Cluster_4954",707.2383561,13.11765679,"","",NA,NA,"",""
"4955","Cluster_4955",707.5943467,21.47439427,"","",NA,NA,"C42H80N2O6|C43H76N6O2|C41H81N4O3P|C38H76N8O4|C28H72N18O3|C39H82NO9|C40H78N5O5|C34H72N14O2|C39H72N12|C32H76N12O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4956","Cluster_4956",709.0582727,18.7280395,"","",NA,NA,"",""
"4957","Cluster_4957",709.2142631,12.32946412,"","",NA,NA,"",""
"4958","Cluster_4958",709.2401004,5.105934253,"","",NA,NA,"",""
"4959","Cluster_4959",709.2401004,5.105934253,"","",NA,NA,"",""
"4960","Cluster_4960",709.4124483,7.511146323,"","",NA,NA,"C45H58O7|C38H62O12|C35H54N10O6|C30H54N12O8|C29H58N8O12|C46H54N4O3|C31H50N16O4|C33H62N2O14|C34H58N6O10|C42H50N10O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4961","Cluster_4961",709.4881669,8.233979439,"","",NA,NA,"",""
"4962","Cluster_4962",710.2277842,12.67576675,"","",NA,NA,"C29H48NO13P3|C30H44N5O9P3|C23H49N5O12P4|C26H40N11O7P3|C28H37N7O15|C25H29N17O9|C27H41N3O19|C24H33N13O13|C29H33N11O11|C26H25N21O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4963","Cluster_4963",710.2277924,12.701089,"","",NA,NA,"",""
"4964","Cluster_4964",710.3161248,13.216314,"","",NA,NA,"C38H50NO10P","[M - H]-"
"4965","Cluster_4965",710.3160703,13.22436347,"","",NA,NA,"",""
"4966","Cluster_4966",711.3557139,11.28216915,"","",NA,NA,"C26H53N10O11P|C32H52N6O12|C27H49N14O7P|C34H57N4O8PS|C33H48N10O8|C28H58N8O7P2S|C22H49N16O9P|C37H52N4O10|C25H57N6O15P|C29H54N5O15","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4967","Cluster_4967",711.4080914,8.495619116,"","",NA,NA,"",""
"4968","Cluster_4968",711.4540774,24.18558048,"","",NA,NA,"",""
"4969","Cluster_4969",711.4863003,19.50539393,"","",NA,NA,"",""
"4970","Cluster_4970",711.5058784,14.35437464,"","",NA,NA,"C40H72O10|C36H68N6O8|C39H73N2O7P|C41H68N4O6|C34H73N4O9P|C35H69N8O5P|C35H72N2O12|C32H64N12O6|C38H70N3O9|C30H68N10O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4971","Cluster_4971",711.5057919,14.44727197,"","",NA,NA,"C40H72O10|C41H68N4O6|C39H73N2O7P|C36H68N6O8|C34H73N4O9P|C37H64N10O4|C35H69N8O5P|C47H68O5|C38H70N3O9|C39H66N7O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4972","Cluster_4972",711.5384982,24.96483155,"","",NA,NA,"",""
"4973","Cluster_4973",712.2436841,13.33344484,"","",NA,NA,"",""
"4974","Cluster_4974",712.2878116,13.09765325,"","",NA,NA,"",""
"4975","Cluster_4975",712.2436841,13.33344484,"","",NA,NA,"",""
"4976","Cluster_4976",712.2878116,13.09765325,"","",NA,NA,"",""
"4977","Cluster_4977",713.1723463,6.302761294,"","",NA,NA,"",""
"4978","Cluster_4978",713.5019873,20.27497818,"","",NA,NA,"",""
"4979","Cluster_4979",713.5541763,23.04870249,"","",NA,NA,"",""
"4980","Cluster_4980",715.3076668,13.92494336,"","",NA,NA,"",""
"4981","Cluster_4981",716.5239735,10.20914124,"","",NA,NA,"",""
"4982","Cluster_4982",716.5259472,10.22874424,"","",NA,NA,"",""
"4983","Cluster_4983",716.5258366,10.30727254,"","",NA,NA,"",""
"4984","Cluster_4984",716.5244529,10.33020942,"","",NA,NA,"",""
"4985","Cluster_4985",716.5241476,10.5969473,"","",NA,NA,"",""
"4986","Cluster_4986",716.5240778,10.69148829,"","",NA,NA,"",""
"4987","Cluster_4987",716.5243024,10.88798586,"","",NA,NA,"",""
"4988","Cluster_4988",716.5260061,10.94843532,"","",NA,NA,"",""
"4989","Cluster_4989",716.5241435,11.1762862,"","",NA,NA,"",""
"4990","Cluster_4990",716.5243511,11.19973368,"","",NA,NA,"",""
"4991","Cluster_4991",716.5242582,11.26820902,"","",NA,NA,"",""
"4992","Cluster_4992",716.524014,11.31084405,"","",NA,NA,"",""
"4993","Cluster_4993",716.5239886,15.44571119,"","",NA,NA,"",""
"4994","Cluster_4994",716.524186,15.63279842,"","",NA,NA,"",""
"4995","Cluster_4995",716.5235528,15.66633751,"","",NA,NA,"",""
"4996","Cluster_4996",716.5241763,15.95148304,"","",NA,NA,"",""
"4997","Cluster_4997",716.525831,15.97932736,"","",NA,NA,"",""
"4998","Cluster_4998",716.5239067,16.13219115,"","",NA,NA,"",""
"4999","Cluster_4999",716.5258338,16.15430457,"","",NA,NA,"",""
"5000","Cluster_5000",716.5224874,11.07718518,"","",NA,NA,"",""
"5001","Cluster_5001",716.5256145,15.20879987,"","",NA,NA,"",""
"5002","Cluster_5002",716.5256952,15.28694947,"","",NA,NA,"",""
"5003","Cluster_5003",716.5238355,20.5180312,"","",NA,NA,"",""
"5004","Cluster_5004",716.5238933,9.746606555,"","",NA,NA,"",""
"5005","Cluster_5005",716.5242555,9.927363047,"","",NA,NA,"",""
"5006","Cluster_5006",716.5259054,14.19867298,"","",NA,NA,"",""
"5007","Cluster_5007",716.5255991,14.22541458,"","",NA,NA,"",""
"5008","Cluster_5008",716.5222648,14.32402167,"","",NA,NA,"",""
"5009","Cluster_5009",716.5242555,14.47773507,"","",NA,NA,"",""
"5010","Cluster_5010",716.526072,14.83307628,"","",NA,NA,"",""
"5011","Cluster_5011",716.5244618,14.85713859,"","",NA,NA,"",""
"5012","Cluster_5012",716.5244485,14.95610733,"","",NA,NA,"",""
"5013","Cluster_5013",716.5243977,19.4465625,"","",NA,NA,"",""
"5014","Cluster_5014",716.5240361,19.47876017,"","",NA,NA,"",""
"5015","Cluster_5015",716.5235463,19.49830191,"","",NA,NA,"",""
"5016","Cluster_5016",716.5256507,20.01488382,"","",NA,NA,"",""
"5017","Cluster_5017",716.5257166,20.22888737,"","",NA,NA,"",""
"5018","Cluster_5018",716.5257392,16.80344404,"","",NA,NA,"",""
"5019","Cluster_5019",716.5261037,16.834483,"","",NA,NA,"",""
"5020","Cluster_5020",716.524057,17.59436526,"","",NA,NA,"",""
"5021","Cluster_5021",716.5242797,17.78452163,"","",NA,NA,"",""
"5022","Cluster_5022",716.5239127,21.34447203,"","",NA,NA,"",""
"5023","Cluster_5023",716.5241828,12.83043998,"","",NA,NA,"",""
"5024","Cluster_5024",716.5244153,12.85163665,"","",NA,NA,"",""
"5025","Cluster_5025",716.5276646,19.02859941,"","",NA,NA,"",""
"5026","Cluster_5026",717.2375312,7.764387179,"","",NA,NA,"C27H50N4O10S4|C24H46N8O11S3|C32H50N2O8S4|C28H46N8O6S4|C28H50N2O13S3|C35H46N2O8S3|C31H42N8O6S3|C25H42N12O7S3|C26H51N6O7PS4|C20H42N14O9S3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5027","Cluster_5027",717.248146,5.441360751,"","",NA,NA,"",""
"5028","Cluster_5028",717.3361626,7.058852176,"","",NA,NA,"",""
"5029","Cluster_5029",718.2783001,13.21364959,"","",NA,NA,"",""
"5030","Cluster_5030",718.2776585,13.30988313,"","",NA,NA,"C39H46NO10P","[M - H]-"
"5031","Cluster_5031",718.572219,23.33773385,"","",NA,NA,"",""
"5032","Cluster_5032",719.0878009,18.72992694,"","",NA,NA,"",""
"5033","Cluster_5033",719.3403716,7.4509599,"","",NA,NA,"",""
"5034","Cluster_5034",720.1775913,0.79400851,"","",NA,NA,"",""
"5035","Cluster_5035",720.2922378,14.00529964,"","",NA,NA,"",""
"5036","Cluster_5036",720.389752,14.94823177,"","",NA,NA,"",""
"5037","Cluster_5037",721.5057647,21.34570212,"","",NA,NA,"",""
"5038","Cluster_5038",721.5123379,19.50279352,"","",NA,NA,"",""
"5039","Cluster_5039",722.3161775,13.09892912,"","",NA,NA,"C39H50NO10P","[M - H]-"
"5040","Cluster_5040",722.5039468,21.49550684,"","",NA,NA,"",""
"5041","Cluster_5041",723.110473,18.56337404,"","",NA,NA,"",""
"5042","Cluster_5042",723.3527465,7.059902439,"","",NA,NA,"C28H52N8O14|C29H48N12O10|C25H44N18O8|C23H49N16O9P|C24H48N14O12|C32H52N8O9S|C26H57N6O15P|C22H53N12O13P|C40H48N6O7|C23H52N10O16","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5043","Cluster_5043",723.3535342,7.124665978,"","",NA,NA,"C28H52N8O14|C25H44N18O8|C32H52N8O9S|C26H57N6O15P|C30H57N6O10PS|C24H48N14O12|C23H49N16O9P|C25H52N14O7S2|C22H53N12O13P|C29H56N8O9S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5044","Cluster_5044",723.3462604,5.623930898,"","",NA,NA,"C34H52N4O13|C31H44N14O7|C30H48N10O11|C26H58N6O13P2|C32H50N7O12|C33H46N11O8|C27H57N4O16P|C27H47N15O7P|C29H42N17O6|C22H54N12O11P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5045","Cluster_5045",723.5316779,20.27448224,"","",NA,NA,"",""
"5046","Cluster_5046",724.3322661,13.91851156,"","",NA,NA,"C33H52N5O11P|C26H52N11O9PS|C25H56N7O13PS|C36H43N11O6|C31H57N3O12P2|C26H60N7O8PS3|C23H51N9O17|C36H51N7O5S2|C18H48N17O12P|C33H60NO10PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5047","Cluster_5047",725.3622505,21.22932751,"","",NA,NA,"",""
"5048","Cluster_5048",725.3622279,21.207549,"","",NA,NA,"",""
"5049","Cluster_5049",725.4239456,8.130683739,"","",NA,NA,"C33H58N8O10|C34H54N12O6|C27H66N7O11P2|C31H63N6O11P|C39H54N10O4|C32H59N10O7P|C30H62N8O10S|C26H60N14O6P2|C38H58N6O8|C36H56N9O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5050","Cluster_5050",726.2160656,5.9575517,"","",NA,NA,"C46H33NO8|C41H29N9O5|C44H31N4O7|C41H37N4O5P2|C41H30N9O3P|C42H29N7O6|C43H39NO6P2|C43H25N11O2|C45H27N8O3|C47H29N5O4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5051","Cluster_5051",726.5456919,19.70093482,"","",NA,NA,"",""
"5052","Cluster_5052",726.5616673,21.37780046,"","",NA,NA,"C49H75O4|C36H73N9O6|C37H79N2O11|C35H77N5O10|C41H73N7O4|C40H77N3O8|C45H78NO4P|C38H75N6O7|C34H71N12O5|C37H69N13O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"5053","Cluster_5053",726.5623004,21.61390687,"","",NA,NA,"",""
"5054","Cluster_5054",726.5620128,21.2614247,"","",NA,NA,"",""
"5055","Cluster_5055",726.5620449,21.27932505,"","",NA,NA,"",""
"5056","Cluster_5056",727.3599535,21.22941382,"","",NA,NA,"",""
"5057","Cluster_5057",727.3599325,21.207549,"","",NA,NA,"",""
"5058","Cluster_5058",727.4856589,24.37044097,"","",NA,NA,"",""
