"","Row","m.z","RT","Annotation","formula","adduct","evidence","SIRIUS_molecularFormula","SIRIUS_adduct"
"2924","Cluster_2924",424.1558244,10.960292,"","",NA,NA,"",""
"2925","Cluster_2925",424.1559218,8.756878759,"","",NA,NA,"C27H23NO4|C19H27N3O6S|C19H29N3O4P2|C13H25N6O10|C21H24N5O3P|C23H26N2O4P|C17H32NO7PS|C11H23N9O9|C12H19N13O5|C12H27N9O4S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2926","Cluster_2926",424.2103424,8.881113248,"","",NA,NA,"C18H36NO8P","[M - H]-"
"2927","Cluster_2927",424.2115124,11.15891249,"","",NA,NA,"C18H36NO8P","[M - H]-"
"2928","Cluster_2928",424.2259095,9.602791325,"","",NA,NA,"",""
"2929","Cluster_2929",424.248371,13.47335223,"GPNAE(14:0)","C19H40NO7P",NA,NA,"C19H40NO7P|C20H36N5O3P|C18H41N3O4P2|C24H33N4O3|C17H38N4O6P|C16H37N6O5S|C15H36N7O5P|C11H31N13O5|C19H35N7O2S|C18H39N3O6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2930","Cluster_2930",424.2484305,14.05939632,"","",NA,NA,"C19H40NO7P|C20H36N5O3P|C18H41N3O4P2|C24H33N4O3|C21H35N3O6|C22H31N7O2|C15H35N7O7|C26H35NO4|C15H36N7O5P|C23H37O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2931","Cluster_2931",424.2478165,10.35268163,"","",NA,NA,"C21H35N3O6|C15H36N7O5P|C17H38N4O6P|C18H41N3O4P2|C24H33N4O3|C19H33N6O5|C11H31N13O5|C22H38N2O4P|C22H31N7O2|C20H36N5O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2932","Cluster_2932",424.2477218,10.43368237,"","",NA,NA,"C19H33N6O5|C21H35N3O6|C15H36N7O5P|C17H38N4O6P|C20H36N5O3P|C26H35NO4|C19H40NO7P|C24H33N4O3|C22H31N7O2|C13H33N10O6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2933","Cluster_2933",424.247663,10.50049314,"","",NA,NA,"",""
"2934","Cluster_2934",425.1081308,15.78791889,"","",NA,NA,"C27H14N4O2|C19H22O11|C14H22N2O13|C16H14N10O5|C23H24O4P2|C32H14N2|C17H10N14O|C15H26N2O8S2|C12H10N16O3|C24H18N4O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2935","Cluster_2935",425.1775718,9.023821167,"","",NA,NA,"C16H30N2O11|C17H26N6O7|C21H30O9|C19H31N4O3PS|C17H34N2O6S2|C18H22N10O3|C28H26O4|C15H31N4O8P|C17H36N2O4P2S|C14H28N5O10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2936","Cluster_2936",425.1461528,6.7008097,"","",NA,NA,"C21H20N4O6|C15H21N8O5P|C13H26N6O6P2|C17H16N10O4|C13H24N6O8S|C19H18N7O5|C14H25N4O9P|C18H22N3O9|C14H20N10O4S|C17H23N5O6P","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"2937","Cluster_2937",425.1775718,9.023821167,"","",NA,NA,"",""
"2938","Cluster_2938",425.2060215,6.532102014,"","",NA,NA,"C19H30N4O7|C12H30N10O5S|C13H31N8O6P|C15H33N5O7P|C20H26N8O3|C18H31N6O4P|C17H28N7O6|C14H32N7O6S|C17H35N2O8P|C22H28N5O4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2939","Cluster_2939",425.1443037,6.667150844,"","",NA,NA,"",""
"2940","Cluster_2940",425.2423095,8.4538195,"","",NA,NA,"",""
"2941","Cluster_2941",425.2162544,7.60306972,"","",NA,NA,"C18H30N6O6|C16H35N4O7P|C11H30N12O4S|C23H30N4O4|C15H34N6O6S|C12H31N10O5P|C20H32N3O7|C14H26N12O4|C14H33N7O6P|C22H34O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2942","Cluster_2942",425.2417574,6.207147853,"","",NA,NA,"",""
"2943","Cluster_2943",425.2160895,7.392841825,"","",NA,NA,"",""
"2944","Cluster_2944",425.2404602,6.152839048,"","",NA,NA,"",""
"2945","Cluster_2945",425.2160895,7.392841825,"","",NA,NA,"",""
"2946","Cluster_2946",425.2404602,6.152839048,"","",NA,NA,"",""
"2947","Cluster_2947",425.3641231,21.01419051,"","",NA,NA,"C26H50O4|C24H48N3O3|C22H46N6O2|C14H44N13O2|C12H42N16O|C27H46N4|C24H50N4S|C29H48NO|C25H51N2OP|C10H40N19","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2948","Cluster_2948",425.3641231,21.01419051,"","",NA,NA,"",""
"2949","Cluster_2949",425.4002103,21.43514237,"","",NA,NA,"C27H54O3|C25H52N3O2|C23H50N6O|C30H52N|C26H55N2P|C21H48N9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2950","Cluster_2950",426.0321476,8.9620291,"","",NA,NA,"",""
"2951","Cluster_2951",426.0321476,8.961057728,"","",NA,NA,"C13H23N3O3P2S3|C11H28NO4P3S3|C15H25O4P2S3|C8H19N3O13P2|C11H18N5O7PS2|C16H13NO13|C10H14N5O12P|C12H9N7O11|C9H13N7O11S|C14H11N4O12","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2952","Cluster_2952",426.1103385,5.697000532,"","",NA,NA,"C16H21N5O7S|C14H26N3O8PS|C16H29NO6S3|C10H22N9O6PS|C9H21N11O5S2|C15H25NO11S|C15H22N7O4PS|C13H25N5O7S2|C12H17N11O5S|C21H21N3O5S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2953","Cluster_2953",426.1102282,15.79317271,"","",NA,NA,"",""
"2954","Cluster_2954",426.1335443,10.31821456,"","",NA,NA,"",""
"2955","Cluster_2955",426.1476117,10.87180772,"","",NA,NA,"",""
"2956","Cluster_2956",426.2264254,9.526531689,"","",NA,NA,"",""
"2957","Cluster_2957",426.1696369,8.48862205,"","",NA,NA,"",""
"2958","Cluster_2958",426.2262306,8.691547312,"","",NA,NA,"",""
"2959","Cluster_2959",426.2018274,6.393014104,"","",NA,NA,"C18H29N5O7|C16H34N3O8P|C17H30N7O4P|C15H33N5O7S|C20H31N2O8|C11H29N11O5S|C14H32N6O7P|C19H25N9O3|C12H30N9O6P|C16H29N9O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2960","Cluster_2960",426.2262306,8.691547312,"","",NA,NA,"C13H33N9O5S|C18H38NO8P|C21H29N7O3|C19H34N5O4P|C6H25N19O4|C15H35N6O6S|C20H33N3O7|C23H31N4O4|C17H37N3O7S|C16H36N4O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2961","Cluster_2961",426.2264254,9.526531689,"","",NA,NA,"",""
"2962","Cluster_2962",426.228055,12.09696627,"","",NA,NA,"C18H33N7O3S|C14H33N7O8|C16H38N5O4PS|C17H39N3O5P2|C21H36N2O5P|C24H34N3O2P|C19H34N5O4P|C28H31N2O2|C12H31N10O7|C18H41N3O2S3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2963","Cluster_2963",426.9835286,12.63310348,"","",NA,NA,"C5H14N6O11P2S|C14H4N8O7S|C11H13N2O12PS|C13H8N4O11S|C14H14N4O4P2S2|C8H13N8O5PS3|C7H19N4O7P3S2|C14H9N2O12P|C16H9N6O3PS2|C6H15N4O12P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2964","Cluster_2964",427.1524097,10.17725595,"","",NA,NA,"C22H24N2O7|C23H20N6O3|C21H25N4O4P|C11H24N8O10|C14H30N4O7P2|C17H21N10O2P|C19H30N2O5P2|C16H25N6O6P|C12H20N12O6|C20H29O8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2965","Cluster_2965",427.2316424,7.062801008,"","",NA,NA,"C18H32N6O6|C22H36O8|C14H28N12O4|C20H34N3O7|C17H36N2O10|C16H37N4O7P|C11H32N12O4S|C14H35N7O6P|C18H40N2O5S2|C12H33N10O5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2966","Cluster_2966",427.9720414,2.164754968,"","",NA,NA,"C12H10N5O7P3|C10H15N3O8P4|C12H18NO6P3S2|C11H14NO11P3|C8H18NO11P3S|C14H12N2O8P3|C8H21N2O6P4S2|C10H8N8O6P3|C7H12N8O6P3S|C8H13N6O7P4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2967","Cluster_2967",428.0220529,5.65540104,"","",NA,NA,"C16H18NO7P3|C14H11N3O13|C20H15O7P2|C14H16N4O6P3|C18H13N3O6P2|C6H17N5O13P2|C16H16NO9PS|C15H17N3O6P2S|C13H15N6O5P2S|C9H16N7O7PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2968","Cluster_2968",428.0284866,8.95833962,"","",NA,NA,"",""
"2969","Cluster_2969",428.0284866,8.9547181,"","",NA,NA,"",""
"2970","Cluster_2970",428.143662,9.715357,"","",NA,NA,"",""
"2971","Cluster_2971",428.0760695,18.82840724,"","",NA,NA,"",""
"2972","Cluster_2972",428.1562546,10.201991,"","",NA,NA,"",""
"2973","Cluster_2973",428.1221105,10.32107869,"","",NA,NA,"",""
"2974","Cluster_2974",428.1221105,10.32107869,"","",NA,NA,"",""
"2975","Cluster_2975",428.1362419,11.62919772,"","",NA,NA,"",""
"2976","Cluster_2976",428.2144721,7.647881759,"","",NA,NA,"",""
"2977","Cluster_2977",428.1704926,8.379647955,"","",NA,NA,"C16H32NO10P|C17H28N5O6P|C15H33N3O7P2|C11H29N9O5P2|C12H28N7O8P|C13H31N6O6P2|C17H36NO5PS2|C14H32N5O6PS|C14H30N4O9P|C15H31N3O9S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2978","Cluster_2978",428.2535714,7.282311301,"","",NA,NA,"C19H35N5O6|C17H33N8O5|C24H35N3O4|C13H36N9O5P|C12H35N11O4S|C15H38N6O6P|C21H37N2O7|C16H39N5O6S|C17H41N4O4S2|C18H36N7O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2979","Cluster_2979",428.2144721,7.647881759,"","",NA,NA,"",""
"2980","Cluster_2980",429.2523086,9.333240325,"","",NA,NA,"",""
"2981","Cluster_2981",429.1320394,9.425273328,"","",NA,NA,"",""
"2982","Cluster_2982",429.2523086,9.333240325,"","",NA,NA,"",""
"2983","Cluster_2983",429.1320394,9.425273328,"","",NA,NA,"",""
"2984","Cluster_2984",429.2742658,8.2008569,"","",NA,NA,"",""
"2985","Cluster_2985",429.2020372,11.24231552,"","",NA,NA,"",""
"2986","Cluster_2986",429.2021298,11.08270234,"","",NA,NA,"C23H30N2O6|C17H31N6O5P|C15H34N4O8S|C16H35N2O9P|C15H36N4O6P2|C19H26N8O4|C16H30N8O4S|C18H30N4O8|C13H34N7O5P2|C12H30N8O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2987","Cluster_2987",429.2022128,11.19500509,"","",NA,NA,"C23H30N2O6|C17H31N6O5P|C16H35N2O9P|C15H34N4O8S|C21H28N5O5|C16H30N8O4S|C19H26N8O4|C15H36N4O6P2|C21H35O7P|C18H30N4O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2988","Cluster_2988",429.237717,7.4509599,"","",NA,NA,"",""
"2989","Cluster_2989",429.2377389,7.792768813,"","",NA,NA,"C19H34N4O7|C20H30N8O3|C15H37N5O7P|C18H35N6O4P|C12H34N10O5S|C17H39N2O8P|C22H32N5O4|C16H38N4O7S|C14H36N7O6S|C16H33N9O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2990","Cluster_2990",429.2457292,7.060611554,"","",NA,NA,"C18H34N6O6|C14H30N12O4|C16H32N9O5|C16H40N5O4S2|C17H41N3O5PS|C16H39N4O7P|C17H38N2O10|C15H36N5O9|C20H36N3O7|C15H39N6O4PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2991","Cluster_2991",429.2464518,7.124267435,"","",NA,NA,"C18H34N6O6|C20H36N3O7|C22H38O8|C21H38N2O5S|C16H32N9O5|C17H38N2O10|C23H34N4O4|C16H39N4O7P|C14H30N12O4|C13H34N8O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2992","Cluster_2992",429.2362599,7.441327842,"","",NA,NA,"",""
"2993","Cluster_2993",429.25157,15.93275813,"","",NA,NA,"C21H39N2O5P|C17H42N3O5P2|C28H34N2O2|C13H30N14O3|C20H38N4O4S|C12H34N10O7|C22H38O8|C14H39N8O3PS|C18H36N7O3S|C16H41N5O4PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2994","Cluster_2994",429.2515286,16.16119018,"","",NA,NA,"C21H39N2O5P|C23H34N4O4|C16H34N10O2S|C20H38N4O4S|C15H40N6O4P2|C17H42N3O5P2|C25H36NO5|C16H41N5O4PS|C22H38O8|C17H40N3O7S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2995","Cluster_2995",429.2515148,16.4682626,"","",NA,NA,"C21H39N2O5P|C25H36NO5|C16H34N10O2S|C17H42N3O5P2|C15H40N6O4P2|C17H40N3O7S|C28H34N2O2|C23H34N4O4|C8H30N16O5|C22H38O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2996","Cluster_2996",429.3139773,21.87300276,"","",NA,NA,"C25H47ClO3|C21H43ClN6O|C24H47O4P|C31H42O|C26H42N2O3|C16H38N12O2|C19H42N8OS|C20H43N6O2P|C23H45ClN3O2|C21H38BN7O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2997","Cluster_2997",429.3141077,21.98283535,"","",NA,NA,"",""
"2998","Cluster_2998",429.9802685,6.256233054,"","",NA,NA,"C10H16N3O8P3S|C10H20Cl3N3O5S2|C13H16Cl3N3O5S|C12H16Cl2N3O6PS|C11H16ClN3O7P2S|C9H20Cl2N3O6PS2|C8H20ClN3O7P2S2|C9H19Cl3N4O5PS|C8H19Cl2N4O6P2S|C8H23ClN3O3P5S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2999","Cluster_2999",430.1399135,9.715357,"","",NA,NA,"",""
"3000","Cluster_3000",430.0724298,18.82816001,"","",NA,NA,"",""
"3001","Cluster_3001",430.1959326,5.22768786,"","",NA,NA,"",""
"3002","Cluster_3002",430.231782,5.302863816,"","",NA,NA,"",""
"3003","Cluster_3003",430.2322832,6.2079433,"","",NA,NA,"",""
"3004","Cluster_3004",430.1959326,5.22768786,"","",NA,NA,"",""
"3005","Cluster_3005",430.231782,5.302863816,"","",NA,NA,"",""
"3006","Cluster_3006",430.9643972,9.085496715,"","",NA,NA,"C13H17Cl3N2O4P2|C13H12ClN4O5P3|C12H17Cl2N2O5P3|C11H17ClN2O6P4|C15H14ClNO6P3|C10H15Cl2N5O4P3|C18H12ClN2O3P3|C11H22Cl3O5P3|C10H22Cl2O6P4|C9H20Cl3N3O4P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3007","Cluster_3007",431.215931,5.853446217,"","",NA,NA,"",""
"3008","Cluster_3008",431.1858001,13.56723337,"","",NA,NA,"C20H33O8P|C11H28N8O10|C27H28O5|C21H29N4O4P|C19H34N2O5P2|C12H24N12O6|C16H36NO8P2|C17H32N5O4P2|C25H26N3O4|C13H30N5O11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3009","Cluster_3009",431.2020908,19.35656948,"","",NA,NA,"",""
"3010","Cluster_3010",431.2141532,6.366486688,"","",NA,NA,"C19H28N8O4|C11H32N10O6S|C17H33N6O5P|C21H30N5O5|C16H37N2O9P|C13H34N7O7S|C20H34NO9|C15H31N9O4P|C12H33N8O7P|C15H36N4O8S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3011","Cluster_3011",431.3175851,17.67007958,"","",NA,NA,"C27H44O4|C20H44N6O2S|C21H45N4O3P|C25H42N3O3|C10H38N15O4|C23H47NO4P|C22H46N3O3S|C23H40N6O2|C24H48O4S|C17H40N10O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3012","Cluster_3012",431.3299743,20.62432234,"","",NA,NA,"C24H49O4P|C31H44O|C26H44N2O3|C16H40N12O2|C19H44N8OS|C22H47N3O3P|C20H45N6O2P|C23H48N2O3S|C29H42N3|C25H45N4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3013","Cluster_3013",432.1222892,7.143730998,"","",NA,NA,"",""
"3014","Cluster_3014",432.1797964,8.2008569,"","",NA,NA,"C21H27N3O7|C19H32NO8P|C18H31N3O7S|C14H27N9O5S|C22H23N7O3|C13H33N5O7P2|C13H31N5O9S|C15H28N7O6P|C20H28N5O4P|C12H32N7O6PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3015","Cluster_3015",432.1797727,8.179886123,"","",NA,NA,"",""
"3016","Cluster_3016",432.2097231,14.105826,"","",NA,NA,"",""
"3017","Cluster_3017",432.2097335,14.2027094,"","",NA,NA,"",""
"3018","Cluster_3018",432.2804411,16.59201903,"","",NA,NA,"C22H43NO5S|C21H44N3O2PS|C18H39N7O3S|C8H35N17O2S|C10H37N14O3S|C20H41N4O4S|C25H41N2O2S|C22H45NO3P2|C23H46O3PS|C19H39N5O6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3019","Cluster_3019",433.171869,4.9545317,"","",NA,NA,"",""
"3020","Cluster_3020",433.0519807,5.118776519,"","",NA,NA,"C10H18N4O13S|C11H22N4O8S3|C12H23N2O9PS2|C20H19O7PS|C14H20N4O6P2S|C12H25N2O7P3S|C16H15N6O5PS|C10H20N4O11P2|C19H18N2O6S2|C13H14N4O13","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3021","Cluster_3021",433.1718755,4.932985659,"","",NA,NA,"",""
"3022","Cluster_3022",433.1195521,11.19452342,"","",NA,NA,"",""
"3023","Cluster_3023",433.1195521,11.19452342,"","",NA,NA,"",""
"3024","Cluster_3024",433.2584017,7.362748202,"","",NA,NA,"",""
"3025","Cluster_3025",433.2584017,7.362748202,"","",NA,NA,"",""
"3026","Cluster_3026",433.1995884,19.35567855,"","",NA,NA,"",""
"3027","Cluster_3027",433.2460493,10.86430964,"","",NA,NA,"",""
